status;price;bed;bath;acre_lot;city;state;zip_code;house_size;sold_date
for_sale;98500;;;4.39;Otis;Massachusetts;1253;;
for_sale;369900;;;25;Canton;Connecticut;6019;;
sold;379900;3;3;0.15;Plainville;Connecticut;6062;2337;2020-09-17
for_sale;139900;;;2.6;Canton;Connecticut;6019;;
for_sale;169900;;;1.02;Avon;Connecticut;6001;;
for_sale;139900;;;1.5;Canton;Connecticut;6019;;
sold;70000;;;1.32;Avon;Connecticut;6001;;2008-04-24
for_sale;210000;;;0.93;Avon;Connecticut;6001;;
for_sale;559000;4;3;2.62;Barkhamsted;Connecticut;6063;2675;
for_sale;154000;;;46.83;Clarksburg;Massachusetts;1247;;
for_sale;499900;4;3;0.46;Farmington;Connecticut;6032;2312;
for_sale;579900;4;3;2.4;East Granby;Connecticut;6026;2100;
for_sale;514900;4;3;3.22;Avon;Connecticut;6001;2500;
sold;549900;4;3;2.07;New Hartford;Connecticut;6057;2500;2021-05-14
for_sale;44900;6;2;0.13;North Adams;Massachusetts;1247;2749;
sold;139500;;;3.76;Southwick;Massachusetts;1077;;2005-10-20
for_sale;549900;4;3;1.7;Avon;Connecticut;6001;2700;
for_sale;180000;;;6.5;East Granby;Connecticut;6026;;
sold;275000;;;16.46;Bloomfield;Connecticut;6002;;2019-01-25
for_sale;37900;;;1.11;Otis;Massachusetts;1253;;
for_sale;975000;;;18.4;Farmington;Connecticut;6032;;
sold;159900;3;2;0.11;Plainville;Connecticut;6062;1284;2002-06-26
for_sale;359900;4;3;0.5;Farmington;Connecticut;6032;2591;
for_sale;169900;3;1;0.22;Pittsfield;Massachusetts;1201;1472;
sold;599900;4;5;2.02;Avon;Connecticut;6001;5991;2007-01-19
sold;490000;3;2;1.3;Hancock;Massachusetts;1237;1888;2009-05-15
for_sale;549600;4;3;1.77;Burlington;Connecticut;6013;2755;
for_sale;49900;;;0.3;Otis;Massachusetts;1253;;
sold;499900;4;3;1.17;Simsbury;Connecticut;6092;2500;2021-05-19
for_sale;89900;;;1.52;East Granby;Connecticut;6026;;
for_sale;68000;;;0.43;Burlington;Connecticut;6013;;
for_sale;375000;;;35.6;Granby;Connecticut;6035;;
for_sale;1201215;4;5;1.2;Farmington;Connecticut;6085;4007;
for_sale;1005000;2;3;;Williamstown;Massachusetts;1267;2037;
sold;773261;4;5;2.3;Burlington;Connecticut;6013;3319;1991-05-20
for_sale;945553;4;5;1.2;Farmington;Connecticut;6085;3261;
for_sale;514900;4;3;0.96;Avon;Connecticut;6001;2500;
for_sale;689900;4;4;2.07;Burlington;Connecticut;6013;3300;
for_sale;618943;4;3;1.46;Burlington;Connecticut;6013;3017;
sold;682469;4;4;1.62;Burlington;Connecticut;6013;3134;2014-07-02
for_sale;339000;;;60;Sandisfield;Massachusetts;1255;;
for_sale;275000;;;1.29;Farmington;Connecticut;6032;;
for_sale;179000;;;1.09;Avon;Connecticut;6001;;
for_sale;179000;;;1.03;Avon;Connecticut;6001;;
for_sale;199000;;;1.07;Avon;Connecticut;6001;;
for_sale;199000;;;0.92;Avon;Connecticut;6001;;
for_sale;276250;;;1.56;Avon;Connecticut;6001;;
for_sale;210000;;;0.92;Avon;Connecticut;6001;;
for_sale;289000;;;1.17;Avon;Connecticut;6001;;
for_sale;255000;;;0.92;Avon;Connecticut;6001;;
for_sale;276250;;;1.02;Avon;Connecticut;6001;;
for_sale;175000;3;1;1.06;Bristol;Connecticut;6010;1444;
sold;375000;4;3;0.58;Canton;Connecticut;6019;2352;2004-03-15
sold;169900;3;1;0.14;Plainville;Connecticut;6062;1238;2003-11-25
for_sale;67900;;;3.68;Pittsfield;Massachusetts;1201;;
sold;3850000;5;8;9.07;Farmington;Connecticut;6032;10823;1999-02-01
for_sale;285000;3;1;0.31;Pittsfield;Massachusetts;1201;1216;
for_sale;339900;2;3;;Burlington;Connecticut;6013;1500;
sold;1250000;4;7;2.25;Avon;Connecticut;6001;7422;1988-06-06
sold;649000;4;3;2.27;Canton;Connecticut;6019;3011;2020-09-10
for_sale;945000;4;3;4.07;Burlington;Connecticut;6013;2750;
for_sale;1325000;6;5;6.5;Williamstown;Massachusetts;1267;4646;
for_sale;475000;2;2;;Hancock;Massachusetts;1237;1086;
for_sale;1890000;4;4;10.57;Pittsfield;Massachusetts;1201;3968;
for_sale;1130000;3;3;;Williamstown;Massachusetts;1267;2499;
for_sale;575000;;;16.79;Avon;Connecticut;6001;;
for_sale;150000;;;0.83;Avon;Connecticut;6001;;
sold;170000;3;2;0.5;Plainville;Connecticut;6062;2164;2009-12-23
for_sale;99000;4;3;0.17;Clarksburg;Massachusetts;1247;2390;
for_sale;289900;4;3;0.56;Canton;Connecticut;6019;1904;
sold;179900;4;1;0.24;Pittsfield;Massachusetts;1201;1350;1996-01-31
for_sale;275000;5;3;0.2;Pittsfield;Massachusetts;1201;5712;
for_sale;849900;6;6;4.12;Farmington;Connecticut;6032;5276;
for_sale;333490;3;3;0.07;Burlington;New Jersey;8016;1500;
for_sale;399500;2;2;;Hancock;Massachusetts;1237;1243;
for_sale;134900;4;1;0.12;North Adams;Massachusetts;1247;1495;
for_sale;180000;5;4;0.11;Pittsfield;Massachusetts;1201;2874;
sold;400000;;;8.01;Farmington;Connecticut;6032;;2014-10-10
sold;219900;4;3;0.29;Pittsfield;Massachusetts;1201;2511;2008-06-09
for_sale;1153000;5;5;7.18;Canton;Connecticut;6019;4049;
for_sale;1600000;5;6;10.79;Canton;Connecticut;6019;5466;
for_sale;1088000;4;5;4.33;Canton;Connecticut;6019;3949;
for_sale;790000;4;4;3.4;Canton;Connecticut;6019;2886;
sold;849900;4;4;1.06;Farmington;Connecticut;6032;3753;2020-07-07
for_sale;707664;4;4;1.05;Burlington;Connecticut;6013;3138;
for_sale;829000;4;4;2.06;Canton;Connecticut;6019;3100;
for_sale;707932;4;3;1.08;Burlington;Connecticut;6013;3077;
for_sale;799000;4;3;1.9;Canton;Connecticut;6019;3037;
for_sale;39900;;;10;Whitingham;Vermont;5361;;
for_sale;290000;3;3;1.38;Avon;Connecticut;6001;1498;
for_sale;49900;12;4;0.08;North Adams;Massachusetts;1247;4528;
for_sale;175000;3;1;60;Berlin;New York;12022;1176;
for_sale;384900;3;2;1.7;Burlington;Connecticut;6013;1528;
sold;749900;4;5;0.63;Farmington;Connecticut;6032;3570;2014-02-28
sold;179900;3;2;0.33;Canton;Connecticut;6019;1324;2005-12-01
for_sale;314000;4;1;2.63;Clarksburg;Massachusetts;1247;1670;
sold;474900;5;3;1.11;Canton;Connecticut;6019;3348;1989-11-09
for_sale;379999;3;3;;Plainville;Connecticut;6062;2004;
for_sale;28000;;;2.09;Rowe;Massachusetts;1367;;
sold;210000;2;2;;Avon;Connecticut;6001;1120;1998-06-02
for_sale;1040000;2;3;;Williamstown;Massachusetts;1267;2037;
for_sale;155000;;;2.84;Burlington;Connecticut;6013;;
for_sale;169900;;;2.82;Burlington;Connecticut;6013;;
for_sale;149000;;;2.29;Burlington;Connecticut;6013;;
for_sale;159000;;;2.4;Burlington;Connecticut;6013;;
for_sale;174900;;;1.87;Burlington;Connecticut;6013;;
for_sale;220000;;;1.11;Avon;Connecticut;6001;;
for_sale;220000;;;1.29;Avon;Connecticut;6001;;
for_sale;389000;3;1;1.04;Burlington;Connecticut;6013;1248;
sold;374900;3;3;0.35;Bristol;Connecticut;6010;1565;2000-02-14
for_sale;54900;;;2;Clarksburg;Massachusetts;1247;;
for_sale;619900;4;4;1.39;Simsbury;Connecticut;6092;3985;
for_sale;179900;3;1;0.07;North Adams;Massachusetts;1247;1170;
sold;400000;4;3;1.09;Simsbury;Connecticut;6070;2902;1997-08-15
for_sale;289900;4;2;0.35;Bristol;Connecticut;6010;1820;
for_sale;184900;4;4;0.43;Pittsfield;Massachusetts;1201;3408;
for_sale;29000;;;0.45;North Adams;Massachusetts;1247;;
sold;349900;3;3;0.28;Plainville;Connecticut;6062;1478;1997-03-04
sold;224550;3;2;0.44;New Hartford;Connecticut;6057;1491;2020-10-13
for_sale;28000;;;0.4;Becket;Massachusetts;1223;;
for_sale;1395000;5;7;2.14;Avon;Connecticut;6001;7401;
for_sale;80000;;;62.22;North Adams;Massachusetts;1247;;
for_sale;169900;6;2;0.14;North Adams;Massachusetts;1247;2540;
sold;579900;1;4;4.2;Williamstown;Massachusetts;1267;9800;1992-09-30
for_sale;139900;2;1;0.19;Plainville;Connecticut;6062;768;
sold;492000;3;3;0.52;Farmington;Connecticut;6032;1714;2006-04-11
for_sale;279900;3;2;0.31;Plainville;Connecticut;6062;1570;
for_sale;39900;;;1.76;Clarksburg;Massachusetts;1247;;
for_sale;139000;3;1;0.17;North Adams;Massachusetts;1247;1109;
sold;149900;3;2;0.08;Pittsfield;Massachusetts;1201;1120;2001-08-30
for_sale;849900;5;6;1.83;Farmington;Connecticut;6032;4582;
sold;325000;2;3;;Canton;Connecticut;6019;1992;2015-09-18
sold;369000;4;2;1.23;Burlington;Connecticut;6013;1613;2021-03-01
sold;5995000;4;5;115;Avon;Connecticut;6001;6964;1987-12-28
sold;449600;3;3;1.52;Burlington;Connecticut;6013;1402;2019-07-08
sold;630000;5;5;0.92;Avon;Connecticut;6001;3826;1997-08-22
sold;217900;2;1;0.18;Pittsfield;Massachusetts;1201;1040;2007-11-28
for_sale;150000;;;99999;Simsbury;Connecticut;6070;;
for_sale;389000;2;2;;Hancock;Massachusetts;1237;1277;
sold;139900;8;2;0.26;Pittsfield;Massachusetts;1201;2016;1987-12-03
sold;178000;;;1.9;Canton;Connecticut;6019;;2021-10-13
sold;119900;5;2;0.24;North Adams;Massachusetts;1247;2623;2004-01-23
for_sale;139000;3;2;0.07;North Adams;Massachusetts;1247;1571;
for_sale;110000;5;2;0.13;Pittsfield;Massachusetts;1201;1656;
for_sale;39900;;;2.73;North Adams;Massachusetts;1247;;
sold;175000;3;2;0.37;Bristol;Connecticut;6010;1338;2006-11-06
sold;199900;4;2;0.24;Plainville;Connecticut;6062;1530;2009-11-13
for_sale;653900;4;4;2;Burlington;Connecticut;6013;3195;
sold;165000;3;2;0.21;Pittsfield;Massachusetts;1201;1230;2008-08-11
for_sale;39900;;;1.07;North Adams;Massachusetts;1247;;
for_sale;475000;4;3;0.75;Simsbury;Connecticut;6092;1646;
sold;359900;3;3;1.5;Canton;Connecticut;6019;2075;1990-06-06
for_sale;445000;4;3;2.55;Southington;Connecticut;6489;2400;
sold;149900;3;2;0.08;North Adams;Massachusetts;1247;1950;2004-07-30
sold;400000;4;2;1.21;Avon;Connecticut;6001;1952;1989-05-31
sold;499900;3;3;0.54;Farmington;Connecticut;6085;2202;2009-08-31
for_sale;24900;;;0.22;North Adams;Massachusetts;1247;;
for_sale;255000;3;2;0.53;Plainville;Connecticut;6062;1130;
sold;184900;;;6.53;Canton;Connecticut;6019;;2021-03-01
sold;624900;4;3;0.73;Simsbury;Connecticut;6089;2962;2005-04-08
for_sale;279900;3;2;0.35;Plainville;Connecticut;6062;1004;
for_sale;309900;3;2;0.41;Bristol;Connecticut;6010;1345;
sold;205000;1;1;;Avon;Connecticut;6001;895;2007-12-07
sold;799900;4;3;0.55;Farmington;Connecticut;6032;3508;2012-01-10
for_sale;793756;4;4;1.4;Burlington;Connecticut;6013;3179;
for_sale;159900;3;1;0.1;Plainville;Connecticut;6062;1283;
sold;59900;3;1;0.32;Pittsfield;Massachusetts;1201;1105;1987-08-27
for_sale;99900;3;1;0.25;Pittsfield;Massachusetts;1201;1201;
for_sale;75000;2;1;;Williamstown;Massachusetts;1267;913;
for_sale;109900;3;1;0.19;North Adams;Massachusetts;1247;1352;
sold;500000;7;6;1.4;New Hartford;Connecticut;6057;4352;2020-10-07
sold;389900;3;3;4.48;Simsbury;Connecticut;6092;2157;1991-04-03
for_sale;20000;;;0.07;Pittsfield;Massachusetts;1201;;
sold;204900;3;2;0.21;Plainville;Connecticut;6062;1395;2009-10-14
sold;169900;2;2;;Simsbury;Connecticut;6070;1110;2008-12-22
sold;264800;2;2;1.2;New Hartford;Connecticut;6057;1396;2008-07-31
for_sale;27500;;;0.31;Pittsfield;Massachusetts;1201;;
for_sale;75000;;;0.84;Clarksburg;Massachusetts;1247;;
sold;339900;4;2;0.37;Bristol;Connecticut;6010;2352;2013-05-28
sold;375000;2;3;;Williamstown;Massachusetts;1267;1893;2003-05-15
sold;450000;4;3;1.62;Canton;Connecticut;6019;2893;2020-01-13
sold;479900;4;3;0.71;Avon;Connecticut;6001;2341;2011-07-13
for_sale;400000;4;3;0.35;Simsbury;Connecticut;6070;1856;
sold;399900;4;3;0.57;Simsbury;Connecticut;6070;2000;2018-07-19
for_sale;299900;3;2;0.34;Plainville;Connecticut;6062;1372;
sold;799900;5;5;1.2;Simsbury;Connecticut;6070;3856;2012-07-03
sold;699900;4;4;0.74;Avon;Connecticut;6001;3400;2002-10-08
sold;249000;2;2;;Avon;Connecticut;6001;1431;2013-06-13
sold;285000;6;3;0.26;Pittsfield;Massachusetts;1201;2800;2007-06-12
sold;1299000;4;6;2.13;Farmington;Connecticut;6032;5460;2010-08-03
sold;1199000;4;4;3.5;Avon;Connecticut;6001;4632;2017-06-14
for_sale;217000;3;1;0.63;Simsbury;Connecticut;6092;1110;
for_sale;159000;2;1;0.21;Plainville;Connecticut;6062;834;
sold;237500;2;2;0.46;Farmington;Connecticut;6085;768;2013-02-27
sold;475000;4;4;0.65;Farmington;Connecticut;6032;2743;1997-07-01
for_sale;175000;6;3;0.34;Pittsfield;Massachusetts;1201;2943;
for_sale;399900;12;12;0.3;Pittsfield;Massachusetts;1201;6803;
sold;379900;3;3;0.94;Bloomfield;Connecticut;6002;2222;2018-09-13
sold;395000;3;3;1;Simsbury;Connecticut;6070;2180;2012-07-20
sold;400000;3;3;1.14;Simsbury;Connecticut;6070;2219;2018-04-12
sold;259900;3;2;;Farmington;Connecticut;6032;1518;2016-04-15
sold;499000;4;3;0.84;Avon;Connecticut;6001;2614;1997-07-28
sold;549000;4;2;0.41;Williamstown;Massachusetts;1267;1545;2006-04-07
sold;374900;2;4;;Simsbury;Connecticut;6070;1780;2020-10-05
sold;400000;4;2;0.48;Avon;Connecticut;6001;1729;2019-05-23
sold;125000;;;2.26;Canton;Connecticut;6019;;2015-01-12
for_sale;1200000;4;6;4.95;Avon;Connecticut;6001;5468;
sold;650000;4;5;1.5;Bloomfield;Connecticut;6002;3004;2006-06-29
for_sale;279000;;;9.54;Avon;Connecticut;6001;;
for_sale;349000;;;4.01;Avon;Connecticut;6001;;
sold;325000;3;3;2.09;Simsbury;Connecticut;6092;1307;1987-10-01
sold;55000;1;1;;Plainville;Connecticut;6062;540;2005-04-14
for_sale;349900;4;3;1.9;Canton;Connecticut;6019;2384;
for_sale;249000;2;1;0.37;Canton;Connecticut;6019;893;
sold;525000;4;3;2;New Hartford;Connecticut;6057;2459;2015-06-29
sold;309900;4;2;1.7;New Hartford;Connecticut;6057;1673;2018-07-09
for_sale;249900;2;1;2.11;Farmington;Connecticut;6085;864;
sold;244900;4;2;0.32;Plainville;Connecticut;6062;1593;2017-06-26
sold;229000;3;2;;Farmington;Connecticut;6085;1428;2018-08-01
sold;315000;2;2;3.8;Clarksburg;Massachusetts;1247;1215;1996-07-12
sold;399900;2;2;0.66;Avon;Connecticut;6001;1824;2018-06-25
sold;400000;4;4;0.61;Simsbury;Connecticut;6070;2391;2012-07-02
sold;539000;5;4;2.16;Canton;Connecticut;6019;3713;1987-02-23
for_sale;199000;4;1;0.46;North Adams;Massachusetts;1247;1458;
sold;589900;4;3;0.76;Pittsfield;Massachusetts;1201;2582;2009-05-22
for_sale;219900;7;4;0.29;Pittsfield;Massachusetts;1201;2532;
for_sale;829900;4;4;1.45;Avon;Connecticut;6001;3300;
for_sale;179900;7;4;0.91;North Adams;Massachusetts;1247;3225;
sold;140000;3;1;0.16;Plainville;Connecticut;6062;912;2006-10-03
sold;474000;3;3;1.3;Farmington;Connecticut;6032;2512;2006-01-13
sold;589000;3;5;1.04;Farmington;Connecticut;6085;3371;1993-08-18
sold;345000;2;3;;Farmington;Connecticut;6032;2344;2005-07-29
for_sale;347000;3;3;1.8;Clarksburg;Massachusetts;1247;2160;
sold;269900;3;4;;Canton;Connecticut;6019;1638;2021-11-03
for_sale;199900;2;2;;Farmington;Connecticut;6032;1317;
sold;575000;4;4;0.69;Farmington;Connecticut;6032;3096;2016-12-14
sold;239900;3;2;0.47;Plainville;Connecticut;6062;1130;2022-02-23
sold;519900;4;5;2.01;Avon;Connecticut;6001;2888;2002-01-16
sold;160000;1;2;;Plainville;Connecticut;6062;1096;2006-02-28
sold;339900;3;3;0.28;Farmington;Connecticut;6032;1132;2020-01-16
sold;499000;4;3;1.02;Avon;Connecticut;6001;2380;1987-06-19
sold;224500;1;1;1.33;New Hartford;Connecticut;6057;461;2019-07-24
for_sale;699900;4;4;3.26;Burlington;Connecticut;6013;3300;
for_sale;69000;;;1.28;Clarksburg;Massachusetts;1247;;
sold;400000;4;3;0.77;Simsbury;Connecticut;6070;2468;2021-10-18
sold;499000;3;3;;Avon;Connecticut;6001;2638;2019-03-07
sold;225000;3;1;0.3;Bristol;Connecticut;6010;1056;2005-07-26
sold;299900;3;2;0.28;Bristol;Connecticut;6010;1094;1994-07-29
sold;700000;4;3;0.45;Williamstown;Massachusetts;1267;2822;2005-08-01
for_sale;455000;3;2;;Hancock;Massachusetts;1237;1133;
sold;199900;3;1;0.26;Bristol;Connecticut;6010;912;2010-04-14
sold;229900;3;1;0.17;Simsbury;Connecticut;6070;1248;1997-04-15
sold;159900;4;2;0.22;Pittsfield;Massachusetts;1201;1870;2002-01-04
for_sale;172900;2;1;0.15;Plainville;Connecticut;6062;884;
sold;400000;4;3;1;Plainville;Connecticut;6062;2682;2014-04-01
sold;329000;3;2;0.65;Farmington;Connecticut;6032;1200;2019-07-30
sold;419999;3;3;1.1;Avon;Connecticut;6001;1806;2010-07-14
sold;3200000;4;6;34;Williamstown;Massachusetts;1267;7289;1999-11-12
sold;995000;5;7;2.07;Simsbury;Connecticut;6092;5556;2016-06-21
sold;375000;5;3;0.92;Simsbury;Connecticut;6089;2672;1998-08-07
sold;1750000;7;5;2.61;Avon;Connecticut;6001;4920;2017-02-28
sold;175000;6;4;0.22;Pittsfield;Massachusetts;1201;2448;2002-08-12
for_sale;639000;4;3;1.4;Farmington;Connecticut;6032;2866;
sold;969900;5;5;1.94;Farmington;Connecticut;6032;4547;1996-01-05
sold;325000;3;2;0.26;Plainville;Connecticut;6062;1512;2007-02-01
sold;329900;2;3;;Plainville;Connecticut;6062;1490;2020-07-27
sold;250000;4;2;0.21;Plainville;Connecticut;6062;1827;2007-08-08
for_sale;169900;2;2;1.67;Burlington;Connecticut;6013;1668;
for_sale;185000;2;2;0.29;Farmington;Connecticut;6085;912;
for_sale;180000;3;1;0.41;Simsbury;Connecticut;6070;1077;
sold;119900;3;2;0.17;Pittsfield;Massachusetts;1201;1144;2007-09-06
sold;390000;4;3;2.3;Canton;Connecticut;6019;2608;2017-03-16
for_sale;19900;;;2.93;Becket;Massachusetts;1223;;
sold;205000;2;2;;Avon;Connecticut;6001;1200;2018-03-02
sold;199900;2;1;0.23;Plainville;Connecticut;6062;798;2021-10-21
for_sale;500000;5;5;2.66;Bloomfield;Connecticut;6002;4097;
for_sale;325000;4;3;1.99;Simsbury;Connecticut;6070;1758;
for_sale;314900;3;3;0.87;Simsbury;Connecticut;6070;1640;
sold;189000;2;1;;Williamstown;Massachusetts;1267;713;2007-11-14
sold;799000;4;6;1.94;Farmington;Connecticut;6032;3720;2006-04-17
sold;899900;4;5;2.7;Farmington;Connecticut;6032;4313;2017-08-29
for_sale;1599000;5;6;4.71;Canton;Connecticut;6019;6864;
for_sale;1300000;5;5;43.2;Williamstown;Massachusetts;1267;3392;
sold;1195000;5;7;1.07;Avon;Connecticut;6001;5148;2019-07-08
sold;489900;3;3;;Avon;Connecticut;6001;2585;2003-05-28
sold;159000;2;2;0.18;Pittsfield;Massachusetts;1201;1455;1986-01-31
sold;699999;6;6;1.86;Avon;Connecticut;6001;3674;1993-08-16
sold;675000;4;4;0.47;Farmington;Connecticut;6032;3100;2012-06-01
sold;229900;2;3;;Avon;Connecticut;6001;1334;2019-11-07
for_sale;84900;3;1;0.24;Plainville;Connecticut;6062;1112;
sold;126000;3;1;2.8;Clarksburg;Massachusetts;1247;1520;2009-02-17
sold;213900;4;2;0.18;Pittsfield;Massachusetts;1201;2023;2007-06-22
for_sale;349000;4;2;1.1;North Adams;Massachusetts;1247;2379;
for_sale;130000;2;2;;Plainville;Connecticut;6062;1092;
for_sale;419000;5;3;1.86;Farmington;Connecticut;6032;2464;
sold;379900;3;2;0.42;Avon;Connecticut;6001;1650;2013-05-01
sold;439000;3;3;0.21;Farmington;Connecticut;6032;1901;2003-05-02
sold;119900;1;1;;Farmington;Connecticut;6085;706;2015-02-12
sold;415990;3;3;2.41;Canton;Connecticut;6019;2318;2004-08-27
sold;300000;3;2;0.77;Canton;Connecticut;6019;1196;1997-07-10
sold;359000;4;2;0.46;Farmington;Connecticut;6032;1516;2019-02-15
sold;309900;3;3;0.35;Bristol;Connecticut;6010;1744;2016-12-28
sold;2849900;6;9;4.64;Avon;Connecticut;6001;9700;2009-06-01
sold;135000;2;1;;Farmington;Connecticut;6032;881;2016-09-01
sold;350000;3;2;0.35;Bristol;Connecticut;6010;1190;2003-07-02
for_sale;399900;4;2;0.46;Farmington;Connecticut;6085;1824;
for_sale;79900;;;1.3;Pittsfield;Massachusetts;1201;;
sold;299900;2;4;;Avon;Connecticut;6001;1527;2018-08-30
sold;185000;2;2;0.15;Plainville;Connecticut;6062;864;2015-05-05
sold;229000;3;1;0.11;North Adams;Massachusetts;1247;1548;1995-06-15
sold;599000;4;4;3.34;Lee;Massachusetts;1238;3381;2008-07-28
sold;185900;2;1;0.23;Plainville;Connecticut;6062;1201;2014-10-27
for_sale;429000;3;3;2.84;Farmington;Connecticut;6085;1880;
for_sale;259900;2;1;0.27;Becket;Massachusetts;1223;1040;
for_sale;199900;2;1;0.19;Pittsfield;Massachusetts;1201;1144;
sold;499900;5;3;0.98;Farmington;Connecticut;6032;2500;1987-10-19
sold;299900;3;2;0.41;Burlington;Connecticut;6013;1242;1990-07-03
sold;384900;4;3;0.36;Bristol;Connecticut;6010;2400;2020-02-06
for_sale;215000;3;1;0.17;Pittsfield;Massachusetts;1201;1166;
for_sale;279900;4;3;1.36;Avon;Connecticut;6001;1892;
sold;799000;4;4;2;Simsbury;Connecticut;6070;3723;2019-10-01
sold;269900;2;3;;Avon;Connecticut;6001;1372;2014-12-18
sold;149500;2;1;;Farmington;Connecticut;6032;881;2018-03-16
sold;439000;4;4;1.35;Avon;Connecticut;6001;2512;2015-09-29
for_sale;599000;4;3;1.2;Avon;Connecticut;6001;2977;
for_sale;150000;;;3.1;Canton;Connecticut;6019;;
sold;929995;5;5;1.83;Avon;Connecticut;6001;4642;2013-11-19
sold;725000;8;8;0.92;Simsbury;Connecticut;6089;4951;2001-04-16
sold;1395000;7;7;1.16;Farmington;Connecticut;6032;7180;2007-08-08
sold;345000;3;3;;Avon;Connecticut;6001;1300;2008-04-04
sold;329000;4;2;0.34;Plainville;Connecticut;6062;1920;2000-06-20
for_sale;149900;6;2;0.2;Pittsfield;Massachusetts;1201;2664;
sold;75000;2;1;;Farmington;Connecticut;6032;928;2005-09-23
for_sale;1300000;3;4;1.85;Farmington;Connecticut;6032;3005;
sold;368000;3;3;1.04;Burlington;Connecticut;6013;1702;2011-04-01
sold;424900;3;3;1.69;Avon;Connecticut;6001;2440;2018-05-29
sold;775000;3;2;1.44;New Hartford;Connecticut;6057;1440;2008-05-05
sold;24900;1;1;;Simsbury;Connecticut;6070;456;2003-10-31
sold;249900;3;2;0.27;Plainville;Connecticut;6062;1246;2015-11-02
sold;345000;2;3;;Farmington;Connecticut;6032;2030;2015-07-01
sold;475000;3;3;;Farmington;Connecticut;6085;1596;2001-02-20
sold;450000;4;4;;Avon;Connecticut;6001;1942;1989-12-29
sold;784900;6;2;0.16;Pittsfield;Massachusetts;1201;2220;2008-06-23
sold;275000;8;4;0.42;Pittsfield;Massachusetts;1201;3752;2003-03-25
for_sale;269000;8;6;0.12;Pittsfield;Massachusetts;1201;3676;
for_sale;819900;4;4;0.92;Avon;Connecticut;6001;3300;
for_sale;169000;4;2;0.06;Pittsfield;Massachusetts;1201;2045;
sold;249900;4;2;0.93;Clarksburg;Massachusetts;1247;1404;2009-02-25
sold;59900;2;1;1;Clarksburg;Massachusetts;1247;672;1999-02-01
sold;449000;3;3;1.91;Plainville;Connecticut;6062;2456;2018-11-15
for_sale;259900;3;2;0.69;Simsbury;Connecticut;6089;1520;
sold;374990;3;3;1.06;Bloomfield;Connecticut;6002;2408;2010-04-06
for_sale;599000;4;2;0.5;Pittsfield;Massachusetts;1201;1610;
sold;399000;3;2;0.35;Farmington;Connecticut;6085;2108;2020-06-29
for_sale;204900;2;1;0.39;Bristol;Connecticut;6010;988;
sold;299900;3;2;0.3;Bristol;Connecticut;6010;1711;2017-01-03
sold;359000;3;2;0.8;Canton;Connecticut;6019;2046;1992-02-28
sold;109000;1;1;;Farmington;Connecticut;6032;725;2006-07-20
sold;469900;4;3;0.98;Simsbury;Connecticut;6070;2260;1993-06-16
sold;379000;3;2;0.58;Simsbury;Connecticut;6070;1762;2019-02-04
sold;545000;4;3;0.97;Simsbury;Connecticut;6092;2735;2002-08-30
sold;269900;3;2;0.35;Bristol;Connecticut;6010;922;1998-11-13
sold;424900;4;3;0.92;Simsbury;Connecticut;6070;1916;2021-09-13
sold;269900;3;1;0.35;Bristol;Connecticut;6010;1144;2004-05-03
for_sale;529000;4;3;0.71;Simsbury;Connecticut;6070;2531;
for_sale;23900;;;0.84;Becket;Massachusetts;1223;;
for_sale;575000;6;6;1.68;Farmington;Connecticut;6085;3349;
sold;179900;2;1;;Williamstown;Massachusetts;1267;713;1999-04-30
for_sale;495000;6;3;0.19;Farmington;Connecticut;6085;3072;
for_sale;159900;4;2;0.2;Pittsfield;Massachusetts;1201;2380;
sold;75000;2;1;;Plainville;Connecticut;6062;868;2010-03-23
sold;699900;5;3;0.51;Pittsfield;Massachusetts;1201;5023;1987-10-19
for_sale;349900;3;2;0.47;Farmington;Connecticut;6032;1372;
sold;289900;3;3;0.34;Plainville;Connecticut;6062;1556;2000-11-03
sold;239000;2;1;0.49;Avon;Connecticut;6001;1024;2020-06-09
for_sale;334900;3;2;1.19;Avon;Connecticut;6001;1959;
for_sale;219900;6;2;0.2;Pittsfield;Massachusetts;1201;3430;
for_sale;475000;4;3;1.7;North Adams;Massachusetts;1247;2240;
sold;400000;5;3;0.86;Simsbury;Connecticut;6092;1768;2005-12-22
for_sale;450000;4;3;1;Avon;Connecticut;6001;2238;
sold;199900;2;2;;Avon;Connecticut;6001;1190;2015-10-06
for_sale;599900;4;4;0.46;Farmington;Connecticut;6085;3168;
sold;699900;4;5;0.7;Avon;Connecticut;6001;3620;2003-06-05
sold;359900;3;2;0.41;Williamstown;Massachusetts;1267;1684;2001-10-05
for_sale;249900;2;2;;Hancock;Massachusetts;1237;842;
for_sale;199900;4;2;0.22;Plainville;Connecticut;6062;1366;
for_sale;274900;1;1;;Hancock;Massachusetts;1237;655;
sold;140000;;;2;New Hartford;Connecticut;6057;;2008-09-15
for_sale;129900;5;3;0.12;North Adams;Massachusetts;1247;3536;
for_sale;359788;3;3;0.3;Farmington;Connecticut;6032;1132;
sold;214900;3;1;0.7;Simsbury;Connecticut;6070;978;2005-04-11
sold;136000;2;1;;Farmington;Connecticut;6032;928;1990-05-02
sold;239000;3;2;0.18;Burlington;Connecticut;6013;912;1999-12-02
sold;325000;4;3;1.03;Canton;Connecticut;6019;2246;1999-05-19
