age;workclass;education;status;occupation;relationship;race;sex;weekhours;country;salary;birthday
32;Private;9;Married-civ-spouse;Sales;Husband;White;Male;45;United-States;29562;1988-06-26
33;Private;14;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;152083;1987-05-17
34;Private;10;Never-married;Other-service;Not-in-family;White;Male;48;United-States;31250;1986-03-09
43;Private;10;Widowed;Other-service;Unmarried;White;Female;45;United-States;34062;1977-01-30
35;Self-emp-not-inc;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;United-States;31562;1985-04-24
51;Private;12;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;182500;1969-06-20
33;Private;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;50;United-States;152083;1987-03-01
36;Self-emp-not-inc;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;70;?;30687;1984-06-24
63;Self-emp-inc;10;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;40312;1957-07-25
47;Self-emp-not-inc;6;Divorced;Farming-fishing;Unmarried;White;Male;70;United-States;29187;1973-05-23
22;Private;9;Never-married;Handlers-cleaners;Not-in-family;White;Male;40;United-States;26750;1998-01-22
52;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;36875;1968-04-21
15;Private;6;Never-married;Sales;Own-child;White;Female;12;United-States;23187;2005-09-23
17;Private;8;Never-married;Other-service;Own-child;White;Male;16;United-States;24750;2003-09-06
58;Private;9;Widowed;Machine-op-inspct;Not-in-family;White;Female;40;United-States;36875;1962-08-14
44;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;35;United-States;174583;1976-06-16
76;?;14;Widowed;?;Not-in-family;White;Female;15;United-States;54125;1944-04-10
24;Private;10;Never-married;Exec-managerial;Own-child;Black;Female;40;United-States;28125;1996-06-12
56;Private;2;Married-civ-spouse;Other-service;Husband;White;Male;38;Cuba;23625;1964-12-16
35;Self-emp-not-inc;9;Divorced;Exec-managerial;Unmarried;White;Male;55;United-States;30406;1985-12-02
39;Private;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;38;United-States;169583;1981-02-11
28;Private;13;Divorced;Exec-managerial;Not-in-family;White;Male;40;United-States;32187;1992-09-05
17;Private;10;Never-married;Adm-clerical;Not-in-family;White;Female;30;United-States;25937;2003-05-17
46;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;Greece;180000;1974-05-04
20;Private;10;Never-married;Transport-moving;Not-in-family;White;Female;24;United-States;26875;2000-04-28
48;Private;14;Married-spouse-absent;Prof-specialty;Other-relative;White;Male;60;?;41875;1972-09-24
23;Private;2;Never-married;Priv-house-serv;Not-in-family;White;Female;40;Guatemala;21562;1997-02-16
16;Private;6;Never-married;Other-service;Own-child;White;Male;6;United-States;23375;2004-06-15
19;Private;9;Never-married;Handlers-cleaners;Own-child;White;Male;40;United-States;25906;2001-03-27
45;Private;10;Married-civ-spouse;Transport-moving;Husband;White;Male;50;United-States;34687;1975-03-21
31;Private;9;Never-married;Other-service;Other-relative;Amer-Indian-Eskimo;Female;36;United-States;29281;1989-06-18
37;Private;9;Divorced;Craft-repair;Own-child;White;Male;40;United-States;30968;1983-01-07
65;Self-emp-not-inc;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;8;United-States;231458;1955-11-01
17;Private;10;Never-married;Other-service;Own-child;White;Male;24;United-States;25937;2003-12-14
16;Private;6;Never-married;Other-service;Own-child;White;Male;11;United-States;23375;2004-11-24
34;Private;9;Never-married;Adm-clerical;Own-child;Black;Male;40;United-States;30125;1986-10-30
21;Private;10;Never-married;Machine-op-inspct;Own-child;White;Male;25;United-States;27187;1999-10-18
23;?;10;Separated;?;Unmarried;White;Female;20;United-States;27812;1997-03-22
38;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;?;32500;1982-02-01
71;Self-emp-not-inc;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;40;United-States;40531;1949-11-21
33;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;30937;1987-03-22
29;Private;12;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;127500;1991-07-04
18;Private;6;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;United-States;23750;2002-01-09
18;Private;9;Never-married;Adm-clerical;Own-child;White;Female;40;United-States;25625;2002-08-26
25;Private;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;Mexico;27593;1995-02-24
64;Self-emp-inc;6;Married-civ-spouse;Sales;Husband;White;Male;30;United-States;32375;1956-01-06
64;Private;14;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;48875;1956-07-18
62;Private;14;Never-married;Prof-specialty;Not-in-family;White;Female;35;United-States;48000;1958-05-16
46;Private;10;Divorced;Transport-moving;Not-in-family;White;Male;53;United-States;35000;1974-05-09
22;Private;13;Never-married;Prof-specialty;Not-in-family;White;Female;40;United-States;29750;1998-12-25
49;Self-emp-not-inc;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;United-States;34343;1971-11-11
23;Private;13;Married-civ-spouse;Craft-repair;Husband;White;Male;60;United-States;117708;1997-01-03
31;Private;7;Separated;Sales;Own-child;White;Female;20;United-States;27218;1989-12-13
48;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;50;United-States;34062;1972-11-18
49;Private;4;Married-spouse-absent;Craft-repair;Not-in-family;Black;Male;50;Dominican-Republic;26375;1971-05-19
32;State-gov;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;38;United-States;142083;1988-01-18
39;Local-gov;4;Never-married;Other-service;Unmarried;Black;Female;40;United-States;25125;1981-08-05
28;Self-emp-not-inc;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;29375;1992-09-25
57;Private;10;Divorced;Craft-repair;Not-in-family;White;Male;40;United-States;38437;1963-10-15
39;Self-emp-not-inc;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;135416;1981-03-07
34;Self-emp-not-inc;14;Never-married;Sales;Not-in-family;White;Male;45;United-States;155000;1986-10-08
35;Private;2;Married-civ-spouse;Farming-fishing;Husband;White;Male;85;Mexico;22312;1985-06-03
26;Private;9;Never-married;Other-service;Not-in-family;Amer-Indian-Eskimo;Male;30;United-States;27875;1994-06-18
17;Private;9;Never-married;Craft-repair;Own-child;White;Male;40;United-States;25343;2003-02-27
26;Private;10;Married-civ-spouse;Transport-moving;Husband;White;Male;45;United-States;28750;1994-01-24
60;Private;6;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male;40;United-States;31625;1960-11-04
34;Private;14;Married-civ-spouse;Sales;Husband;White;Male;45;United-States;155000;1986-12-25
56;Self-emp-not-inc;6;Never-married;Craft-repair;Not-in-family;White;Male;40;Greece;30875;1964-06-13
40;Self-emp-inc;9;Divorced;Sales;Unmarried;White;Male;50;United-States;31812;1980-08-17
41;Self-emp-inc;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;32093;1979-09-16
27;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;28156;1993-04-16
30;State-gov;9;Never-married;Exec-managerial;Not-in-family;White;Male;50;United-States;29000;1990-09-03
62;Local-gov;5;Never-married;Adm-clerical;Other-relative;White;Male;40;United-States;30000;1958-07-25
37;Private;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;20;United-States;155625;1983-11-06
24;Private;13;Never-married;Sales;Own-child;Black;Female;20;United-States;30562;1996-12-10
17;Private;9;Never-married;Other-service;Not-in-family;White;Male;30;United-States;25343;2003-08-01
19;Private;9;Never-married;Adm-clerical;Own-child;White;Female;45;United-States;25906;2001-03-17
30;Private;10;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;30000;1990-02-03
28;Local-gov;12;Married-civ-spouse;Protective-serv;Husband;White;Male;45;United-States;31250;1992-11-27
24;Private;13;Never-married;Adm-clerical;Other-relative;White;Female;50;United-States;30562;1996-10-07
18;Private;10;Never-married;Adm-clerical;Own-child;Asian-Pac-Islander;Female;15;United-States;26250;2002-10-13
17;Private;10;Never-married;Transport-moving;Own-child;White;Male;30;United-States;25937;2003-06-11
31;Federal-gov;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;42;United-States;139375;1989-07-08
21;Private;10;Married-civ-spouse;Craft-repair;Other-relative;White;Male;40;El-Salvador;27187;1999-02-20
27;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;45;United-States;28156;1993-01-25
40;Private;9;Married-civ-spouse;Exec-managerial;Wife;White;Female;40;United-States;31812;1980-01-20
28;Self-emp-not-inc;9;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;28437;1992-07-18
61;Private;9;Married-civ-spouse;Transport-moving;Wife;Asian-Pac-Islander;Female;20;United-States;37718;1959-05-08
32;Private;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;United-States;29562;1988-07-17
58;Self-emp-not-inc;10;Married-civ-spouse;Craft-repair;Husband;White;Male;24;United-States;38750;1962-01-30
46;Private;9;Married-civ-spouse;Other-service;Husband;White;Male;50;United-States;33500;1974-10-07
23;Private;13;Never-married;Exec-managerial;Not-in-family;White;Male;50;United-States;30156;1997-07-23
25;Private;11;Married-civ-spouse;Adm-clerical;Wife;Black;Female;40;United-States;29281;1995-06-24
53;Self-emp-not-inc;9;Divorced;Craft-repair;Unmarried;White;Male;55;United-States;153125;1967-10-10
30;Private;10;Never-married;Machine-op-inspct;Own-child;Black;Female;40;United-States;30000;1990-11-27
20;Private;10;Never-married;Adm-clerical;Own-child;White;Male;25;Greece;26875;2000-04-15
23;Private;9;Never-married;Exec-managerial;Not-in-family;White;Male;50;United-States;27031;1997-05-28
16;Private;7;Never-married;Other-service;Own-child;White;Female;16;United-States;23937;2004-01-15
22;Local-gov;10;Married-civ-spouse;Adm-clerical;Wife;White;Female;44;United-States;27500;1998-08-27
27;Private;13;Never-married;Exec-managerial;Not-in-family;White;Female;40;United-States;31781;1993-10-02
71;?;7;Married-civ-spouse;?;Husband;White;Male;3;United-States;35968;1949-10-01
37;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;123125;1983-11-04
31;Self-emp-inc;14;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;34437;1989-11-22
55;Private;9;Divorced;Machine-op-inspct;Not-in-family;White;Female;40;United-States;156875;1965-01-16
20;Private;6;Separated;Other-service;Unmarried;White;Female;40;United-States;24125;2000-06-20
31;?;9;Separated;?;Unmarried;White;Female;20;United-States;29281;1989-06-08
31;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;60;United-States;29281;1989-10-26
40;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;31812;1980-12-30
41;Private;13;Separated;Prof-specialty;Unmarried;White;Male;45;United-States;37468;1979-01-25
55;Self-emp-not-inc;10;Married-civ-spouse;Tech-support;Husband;White;Male;38;United-States;168750;1965-01-11
40;Private;14;Divorced;Prof-specialty;Not-in-family;White;Male;40;United-States;38375;1980-02-16
20;Private;10;Never-married;Transport-moving;Own-child;White;Male;30;United-States;26875;2000-05-29
19;?;10;Never-married;?;Own-child;White;Female;35;United-States;26562;2001-07-26
40;Self-emp-not-inc;13;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;163750;1980-04-11
37;Private;10;Married-civ-spouse;Sales;Husband;White;Male;55;United-States;32187;1983-08-06
39;Private;10;Married-civ-spouse;Prof-specialty;Wife;White;Female;32;United-States;135416;1981-09-15
18;Local-gov;9;Never-married;Handlers-cleaners;Own-child;Black;Male;40;United-States;25625;2002-02-24
45;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;34687;1975-05-07
42;Private;10;Divorced;Adm-clerical;Unmarried;White;Female;40;United-States;33750;1978-02-22
27;Private;13;Never-married;Adm-clerical;Not-in-family;Black;Female;40;United-States;31781;1993-03-23
50;Private;10;Married-spouse-absent;Adm-clerical;Not-in-family;White;Female;16;United-States;158333;1970-01-25
69;Private;10;Widowed;Sales;Not-in-family;White;Male;35;United-States;197916;1951-06-13
50;Private;9;Never-married;Craft-repair;Own-child;White;Male;55;United-States;34625;1970-12-10
34;Private;9;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;30125;1986-07-26
51;Private;10;Divorced;Craft-repair;Not-in-family;White;Male;48;United-States;160416;1969-06-01
35;Private;9;Married-civ-spouse;Other-service;Wife;White;Female;30;United-States;119375;1985-06-10
24;Private;6;Never-married;Handlers-cleaners;Not-in-family;White;Male;40;United-States;24875;1996-04-29
32;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;55;United-States;142083;1988-09-12
33;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;50;United-States;144791;1987-03-29
18;Private;5;Never-married;Sales;Own-child;White;Female;40;United-States;23125;2002-02-13
32;Local-gov;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;30625;1988-07-22
54;Self-emp-not-inc;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;United-States;42750;1966-11-21
37;Private;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;36;United-States;155625;1983-04-18
22;Private;10;Never-married;Tech-support;Own-child;White;Female;20;United-States;27500;1998-03-06
22;Private;7;Divorced;Sales;Unmarried;White;Female;35;United-States;25250;1998-06-02
21;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;50;United-States;29343;1999-08-26
25;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;45;United-States;30968;1995-10-21
23;Private;9;Never-married;Adm-clerical;Unmarried;White;Female;40;United-States;27031;1997-08-01
27;Private;10;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;29062;1993-02-09
40;Private;10;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;37;United-States;137500;1980-02-10
49;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;34343;1971-09-22
29;Private;11;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;30656;1991-03-24
57;Private;2;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;Mexico;23687;1963-05-23
27;Private;9;Married-civ-spouse;Other-service;Wife;White;Female;40;United-States;28156;1993-05-22
16;Private;9;Never-married;Adm-clerical;Own-child;White;Female;20;United-States;25062;2004-06-18
22;Private;9;Married-civ-spouse;Craft-repair;Wife;White;Female;36;United-States;26750;1998-10-18
36;State-gov;10;Separated;Exec-managerial;Own-child;White;Male;40;United-States;31875;1984-07-08
34;Private;9;Never-married;Priv-house-serv;Unmarried;Black;Female;28;?;30125;1986-11-16
32;Self-emp-not-inc;9;Separated;Exec-managerial;Not-in-family;White;Male;50;United-States;29562;1988-07-03
40;Self-emp-not-inc;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;70;United-States;163750;1980-11-10
43;Self-emp-not-inc;8;Divorced;Craft-repair;Other-relative;Black;Male;35;United-States;31250;1977-04-10
19;Private;11;Never-married;Transport-moving;Own-child;White;Male;40;United-States;27218;2001-08-10
62;Self-emp-inc;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;Canada;263333;1958-01-25
30;Private;9;Never-married;Machine-op-inspct;Other-relative;Black;Male;40;United-States;29000;1990-08-01
43;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;40;United-States;171875;1977-04-27
51;Private;3;Married-civ-spouse;Machine-op-inspct;Husband;Asian-Pac-Islander;Male;40;Laos;24968;1969-07-29
40;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;16;United-States;31812;1980-06-29
30;Private;9;Divorced;Other-service;Not-in-family;White;Female;40;United-States;29000;1990-04-15
47;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;33781;1973-07-10
60;Private;3;Married-civ-spouse;Farming-fishing;Husband;White;Male;24;Mexico;25812;1960-05-07
26;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;United-States;31375;1994-06-28
27;?;16;Married-civ-spouse;?;Husband;White;Male;50;United-States;146666;1993-01-04
30;Private;9;Never-married;Farming-fishing;Not-in-family;White;Male;35;United-States;29000;1990-11-01
35;Self-emp-inc;6;Never-married;Transport-moving;Not-in-family;White;Male;50;United-States;96250;1985-06-14
36;Private;13;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;50;Japan;152916;1984-10-24
42;Local-gov;9;Divorced;Transport-moving;Own-child;White;Male;25;United-States;32375;1978-01-01
17;Private;9;Never-married;Transport-moving;Own-child;White;Male;40;United-States;25343;2003-04-29
20;?;10;Never-married;?;Own-child;White;Male;40;United-States;26875;2000-03-18
22;Private;13;Never-married;Prof-specialty;Not-in-family;White;Female;40;United-States;29750;1998-08-18
56;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;United-States;158750;1964-09-15
54;Private;13;Widowed;Other-service;Not-in-family;White;Female;40;United-States;42750;1966-10-26
35;Private;6;Divorced;Craft-repair;Unmarried;White;Female;40;United-States;26937;1985-03-16
41;Private;10;Divorced;Machine-op-inspct;Not-in-family;White;Male;40;United-States;33437;1979-07-04
30;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;29000;1990-04-05
32;Private;13;Never-married;Sales;Own-child;Black;Female;40;United-States;33812;1988-04-06
42;Private;5;Divorced;Other-service;Own-child;White;Female;50;United-States;26875;1978-11-09
26;Private;9;Never-married;Handlers-cleaners;Unmarried;White;Male;40;United-States;27875;1994-01-24
33;Private;9;Divorced;Other-service;Not-in-family;White;Female;35;United-States;29843;1987-12-13
36;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;30687;1984-10-20
24;Private;10;Never-married;Tech-support;Own-child;White;Female;40;United-States;28125;1996-10-27
18;Private;7;Never-married;Transport-moving;Own-child;White;Male;60;United-States;24375;2002-06-03
22;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;60;Mexico;95000;1998-12-20
38;Private;9;Divorced;Craft-repair;Not-in-family;White;Male;45;United-States;31250;1982-10-09
21;Private;9;Never-married;Craft-repair;Other-relative;White;Male;40;United-States;26468;1999-11-27
77;Local-gov;7;Married-civ-spouse;Exec-managerial;Husband;White;Male;7;United-States;37281;1943-04-05
42;Private;6;Divorced;Adm-clerical;Unmarried;Other;Female;42;United-States;28250;1978-01-20
49;Private;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;50;United-States;198750;1971-11-14
28;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;28437;1992-07-17
50;Private;12;Married-civ-spouse;Sales;Husband;White;Male;48;United-States;180000;1970-11-09
39;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;?;161041;1981-11-15
31;Private;3;Married-civ-spouse;Farming-fishing;Husband;Asian-Pac-Islander;Male;40;Philippines;23093;1989-07-01
48;Private;13;Divorced;Exec-managerial;Unmarried;White;Male;45;United-States;185416;1972-10-14
49;Private;11;Married-civ-spouse;Tech-support;Husband;White;Male;40;United-States;166875;1971-04-10
39;Private;9;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;United-States;31531;1981-07-19
33;Private;13;Married-civ-spouse;Sales;Wife;White;Female;30;United-States;144791;1987-09-02
32;Private;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;120833;1988-07-15
26;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;45;United-States;31375;1994-02-23
29;Self-emp-inc;11;Divorced;Sales;Not-in-family;White;Male;40;United-States;30656;1991-06-25
20;Private;9;Never-married;Handlers-cleaners;Own-child;White;Male;40;United-States;26187;2000-06-27
65;?;9;Widowed;?;Not-in-family;White;Female;15;United-States;38843;1955-07-24
63;Private;9;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;171875;1957-09-16
37;Self-emp-not-inc;9;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;123125;1983-04-14
21;Private;10;Never-married;Tech-support;Own-child;White;Male;40;United-States;27187;1999-05-05
27;Self-emp-not-inc;12;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;30875;1993-05-21
55;Self-emp-not-inc;6;Divorced;Exec-managerial;Own-child;White;Male;60;United-States;121250;1965-01-10
45;Private;10;Widowed;Other-service;Not-in-family;White;Female;35;United-States;34687;1975-12-02
49;Local-gov;9;Married-civ-spouse;Transport-moving;Husband;Black;Male;60;United-States;34343;1971-01-19
32;Private;9;Married-civ-spouse;Handlers-cleaners;Husband;Black;Male;40;United-States;29562;1988-01-29
50;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;United-States;147500;1970-12-04
27;Private;9;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;104375;1993-05-01
27;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;28156;1993-05-04
23;Local-gov;10;Married-civ-spouse;Farming-fishing;Husband;White;Male;40;United-States;27812;1997-03-06
19;Private;10;Never-married;Other-service;Not-in-family;White;Female;40;United-States;26562;2001-11-24
36;Private;13;Married-spouse-absent;Prof-specialty;Not-in-family;White;Female;40;United-States;35437;1984-02-13
53;Self-emp-not-inc;9;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;153125;1967-07-26
59;Self-emp-inc;13;Separated;Sales;Not-in-family;White;Female;30;United-States;44781;1961-01-23
32;Private;12;Never-married;Adm-clerical;Not-in-family;Asian-Pac-Islander;Female;60;United-States;135000;1988-08-21
39;Private;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;36656;1981-09-18
25;Local-gov;11;Never-married;Adm-clerical;Own-child;White;Male;43;United-States;29281;1995-03-09
76;Self-emp-not-inc;13;Never-married;Exec-managerial;Not-in-family;White;Male;20;United-States;261250;1944-07-30
38;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;40;United-States;125000;1982-02-12
24;Self-emp-not-inc;4;Married-civ-spouse;Transport-moving;Husband;White;Male;75;United-States;23250;1996-07-20
41;Private;9;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;60;Japan;32093;1979-07-31
53;?;9;Widowed;?;Not-in-family;White;Female;20;United-States;35468;1967-10-11
23;Private;11;Married-civ-spouse;Tech-support;Husband;White;Male;40;Mexico;28593;1997-07-28
24;Self-emp-not-inc;10;Never-married;Other-service;Not-in-family;White;Female;48;United-States;28125;1996-05-06
41;Self-emp-inc;9;Married-civ-spouse;Sales;Husband;White;Male;68;United-States;130625;1979-02-21
23;Private;10;Never-married;Other-service;Own-child;White;Male;40;Poland;27812;1997-08-10
20;Private;10;Never-married;Adm-clerical;Other-relative;Black;Female;30;Jamaica;26875;2000-05-06
50;Self-emp-not-inc;9;Married-civ-spouse;Craft-repair;Husband;White;Male;55;United-States;147500;1970-11-27
59;Private;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;5;United-States;37156;1961-10-19
40;Private;13;Never-married;Sales;Unmarried;White;Male;40;United-States;37062;1980-03-08
19;Private;11;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;27218;2001-01-13
42;Private;9;Married-civ-spouse;Transport-moving;Husband;Amer-Indian-Eskimo;Male;40;United-States;32375;1978-02-09
63;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;Greece;38281;1957-03-05
54;?;9;Divorced;?;Not-in-family;White;Male;10;United-States;35750;1966-11-29
31;Federal-gov;12;Divorced;Other-service;Unmarried;White;Male;40;United-States;32375;1989-12-14
20;Private;6;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;24125;2000-09-06
41;Private;9;Divorced;Machine-op-inspct;Not-in-family;White;Female;24;United-States;32093;1979-08-18
43;Self-emp-inc;9;Divorced;Exec-managerial;Not-in-family;White;Male;42;United-States;32656;1977-02-13
40;Private;9;Divorced;Sales;Not-in-family;White;Female;42;United-States;31812;1980-07-07
35;Private;9;Married-spouse-absent;Farming-fishing;Unmarried;Other;Male;40;Mexico;30406;1985-06-27
54;Private;5;Divorced;Craft-repair;Not-in-family;White;Male;40;United-States;28750;1966-10-31
33;?;6;Divorced;?;Unmarried;White;Female;16;?;26562;1987-01-19
38;Private;12;Divorced;Adm-clerical;Unmarried;Black;Female;32;United-States;35000;1982-06-03
29;Private;13;Married-civ-spouse;Sales;Husband;White;Male;55;United-States;32593;1991-04-14
24;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;30562;1996-08-27
24;State-gov;13;Never-married;Prof-specialty;Own-child;White;Male;40;United-States;30562;1996-05-30
40;Self-emp-inc;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;70;United-States;37062;1980-12-18
43;Self-emp-not-inc;9;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;40;China;32656;1977-09-18
45;Local-gov;10;Married-civ-spouse;Prof-specialty;Husband;Black;Male;50;United-States;147916;1975-11-18
20;Private;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;Mexico;26875;2000-08-20
31;Private;13;Never-married;Exec-managerial;Own-child;White;Male;40;United-States;33406;1989-06-13
35;Private;9;Never-married;Transport-moving;Not-in-family;Black;Male;50;United-States;30406;1985-09-01
46;Self-emp-not-inc;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;98;United-States;33500;1974-03-12
55;Self-emp-not-inc;6;Married-civ-spouse;Craft-repair;Husband;White;Male;8;United-States;30687;1965-02-27
45;Private;10;Divorced;Adm-clerical;Not-in-family;White;Female;60;United-States;34687;1975-02-09
56;Local-gov;5;Married-civ-spouse;Transport-moving;Husband;White;Male;40;United-States;29062;1964-08-17
53;Private;7;Widowed;Adm-clerical;Unmarried;White;Female;40;United-States;32031;1967-07-30
50;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;55;United-States;36250;1970-11-16
27;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;40;United-States;31781;1993-11-10
40;Private;14;Never-married;Prof-specialty;Not-in-family;White;Female;40;United-States;38375;1980-07-04
21;Private;9;Divorced;Craft-repair;Not-in-family;White;Male;60;United-States;26468;1999-10-29
21;Private;8;Never-married;Other-service;Not-in-family;White;Female;30;United-States;25750;1999-11-01
44;Self-emp-not-inc;11;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;United-States;35812;1976-01-30
28;Private;10;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;United-States;29375;1992-04-23
41;Self-emp-not-inc;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;70;United-States;166458;1979-03-22
23;Private;10;Never-married;Adm-clerical;Own-child;White;Female;30;United-States;27812;1997-06-19
30;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;80;United-States;110000;1990-08-03
54;Private;5;Married-civ-spouse;Transport-moving;Husband;Black;Male;40;United-States;28750;1966-02-14
31;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;43;United-States;29281;1989-10-29
17;State-gov;10;Never-married;Adm-clerical;Own-child;White;Male;10;United-States;25937;2003-01-13
18;Private;10;Never-married;Sales;Own-child;White;Female;18;United-States;26250;2002-10-22
32;Private;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;30625;1988-06-30
32;Private;5;Divorced;Other-service;Unmarried;White;Female;40;United-States;25312;1988-09-26
53;Self-emp-not-inc;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;35468;1967-10-16
53;Private;5;Married-civ-spouse;Tech-support;Wife;White;Female;23;United-States;28593;1967-12-01
29;Private;10;Never-married;Sales;Not-in-family;White;Male;45;United-States;29687;1991-12-17
28;Private;9;Divorced;Other-service;Unmarried;White;Female;40;United-States;28437;1992-07-16
29;Private;9;Divorced;Other-service;Unmarried;White;Male;40;United-States;28718;1991-02-24
49;Private;9;Separated;Machine-op-inspct;Not-in-family;White;Male;40;United-States;34343;1971-07-24
57;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;36593;1963-05-27
