Invoice ID;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Payment
470-32-9057;Yangon;Member;Male;Food and beverages;51.34;5;12.835;269.535;2019-03-28 15:31:00;Credit card
878-30-2331;Naypyitaw;Member;Female;Sports and travel;54.55;10;27.275;572.775;2019-03-02 11:22:00;Credit card
440-59-5691;Naypyitaw;Member;Female;Health and beauty;37.15;7;13.0025;273.0525;2019-02-08 13:12:00;Credit card
554-53-3790;Mandalay;Normal;Male;Sports and travel;37.02;6;11.106;233.226;2019-03-22 18:33:00;Cash
746-19-0921;Naypyitaw;Normal;Male;Food and beverages;21.58;1;1.079;22.659;2019-02-09 10:02:00;Ewallet
233-34-0817;Naypyitaw;Member;Female;Electronic accessories;98.84;1;4.942;103.782;2019-02-15 11:21:00;Cash
767-05-1286;Naypyitaw;Member;Female;Home and lifestyle;83.77;6;25.131;527.751;2019-01-23 12:10:00;Ewallet
340-21-9136;Yangon;Member;Female;Sports and travel;40.05;4;8.01;168.21;2019-01-25 11:40:00;Cash
405-31-3305;Yangon;Member;Male;Fashion accessories;43.13;10;21.565;452.865;2019-02-02 18:31:00;Credit card
731-59-7531;Mandalay;Member;Male;Health and beauty;72.57;8;29.028;609.588;2019-03-30 17:58:00;Cash
676-39-6028;Yangon;Member;Female;Electronic accessories;64.44;5;16.11;338.31;2019-03-30 17:04:00;Cash
502-05-1910;Yangon;Normal;Male;Health and beauty;65.18;3;9.777;205.317;2019-02-25 20:35:00;Credit card
485-30-8700;Yangon;Normal;Female;Sports and travel;33.26;5;8.315;174.615;2019-03-18 16:10:00;Credit card
598-47-9715;Naypyitaw;Normal;Male;Electronic accessories;84.07;4;16.814;353.094;2019-03-07 16:54:00;Ewallet
701-69-8742;Mandalay;Normal;Male;Sports and travel;34.37;10;17.185;360.885;2019-03-16 10:11:00;Ewallet
575-67-1508;Yangon;Normal;Male;Electronic accessories;38.6;1;1.93;40.53;2019-01-29 11:26:00;Ewallet
541-08-3113;Naypyitaw;Normal;Male;Food and beverages;65.97;8;26.388;554.148;2019-02-02 20:29:00;Cash
246-11-3901;Naypyitaw;Normal;Female;Electronic accessories;32.8;10;16.4;344.4;2019-02-15 12:12:00;Cash
674-15-9296;Yangon;Normal;Male;Sports and travel;37.14;5;9.285;194.985;2019-01-08 13:05:00;Ewallet
305-18-3552;Mandalay;Member;Male;Home and lifestyle;60.38;10;30.19;633.99;2019-02-12 16:19:00;Cash
493-65-6248;Naypyitaw;Member;Female;Sports and travel;36.98;10;18.49;388.29;2019-01-01 19:48:00;Credit card
438-01-4015;Mandalay;Member;Female;Sports and travel;49.49;4;9.898;207.858;2019-03-21 15:25:00;Ewallet
709-58-4068;Mandalay;Normal;Female;Fashion accessories;41.09;10;20.545;431.445;2019-02-28 14:42:00;Cash
795-49-7276;Yangon;Normal;Male;Fashion accessories;37.15;4;7.43;156.03;2019-03-23 18:59:00;Ewallet
556-72-8512;Naypyitaw;Normal;Male;Home and lifestyle;22.96;1;1.148;24.108;2019-01-30 20:47:00;Cash
627-95-3243;Mandalay;Member;Female;Home and lifestyle;77.68;9;34.956;734.076;2019-02-04 13:21:00;Ewallet
686-41-0932;Mandalay;Normal;Female;Fashion accessories;34.7;2;3.47;72.87;2019-03-13 19:48:00;Ewallet
510-09-5628;Yangon;Member;Female;Fashion accessories;19.66;10;9.83;206.43;2019-03-15 18:20:00;Credit card
608-04-3797;Mandalay;Member;Female;Health and beauty;25.32;8;10.128;212.688;2019-03-05 20:24:00;Ewallet
148-82-2527;Naypyitaw;Member;Female;Home and lifestyle;12.12;10;6.06;127.26;2019-03-05 13:44:00;Credit card
437-53-3084;Mandalay;Normal;Male;Fashion accessories;99.89;2;9.989;209.769;2019-02-26 11:48:00;Ewallet
632-32-4574;Mandalay;Normal;Male;Sports and travel;75.92;8;30.368;637.728;2019-03-20 14:14:00;Cash
556-97-7101;Naypyitaw;Normal;Female;Electronic accessories;63.22;2;6.322;132.762;2019-01-01 15:51:00;Cash
862-59-8517;Naypyitaw;Normal;Female;Food and beverages;90.24;6;27.072;568.512;2019-01-27 11:17:00;Cash
401-18-8016;Mandalay;Member;Female;Sports and travel;98.13;1;4.9065;103.0365;2019-01-21 17:36:00;Cash
420-18-8989;Yangon;Member;Female;Sports and travel;51.52;8;20.608;432.768;2019-02-02 15:47:00;Cash
277-63-2961;Mandalay;Member;Male;Sports and travel;73.97;1;3.6985;77.6685;2019-02-03 15:53:00;Credit card
573-98-8548;Naypyitaw;Member;Female;Fashion accessories;31.9;1;1.595;33.495;2019-01-05 12:40:00;Ewallet
620-02-2046;Naypyitaw;Normal;Male;Home and lifestyle;69.4;2;6.94;145.74;2019-01-27 19:48:00;Ewallet
282-35-2475;Mandalay;Normal;Female;Sports and travel;93.31;2;9.331;195.951;2019-03-25 17:53:00;Cash
511-54-3087;Mandalay;Normal;Male;Sports and travel;88.45;1;4.4225;92.8725;2019-02-25 16:36:00;Credit card
726-29-6793;Yangon;Member;Male;Electronic accessories;24.18;8;9.672;203.112;2019-01-28 20:54:00;Ewallet
387-49-4215;Mandalay;Member;Female;Sports and travel;48.5;3;7.275;152.775;2019-01-08 12:50:00;Cash
862-17-9201;Mandalay;Normal;Female;Food and beverages;84.05;6;25.215;529.515;2019-01-29 10:48:00;Credit card
291-21-5991;Mandalay;Member;Male;Health and beauty;61.29;5;15.3225;321.7725;2019-03-29 14:28:00;Cash
602-80-9671;Naypyitaw;Member;Female;Home and lifestyle;15.95;6;4.785;100.485;2019-02-09 17:15:00;Credit card
347-72-6115;Mandalay;Member;Female;Sports and travel;90.74;7;31.759;666.939;2019-01-16 18:03:00;Credit card
209-61-0206;Yangon;Normal;Female;Home and lifestyle;42.91;5;10.7275;225.2775;2019-01-05 17:29:00;Ewallet
595-27-4851;Yangon;Normal;Female;Fashion accessories;54.28;7;18.998;398.958;2019-01-27 18:05:00;Ewallet
189-52-0236;Yangon;Normal;Male;Electronic accessories;99.55;7;34.8425;731.6925;2019-03-14 12:07:00;Cash
503-07-0930;Naypyitaw;Member;Male;Sports and travel;58.39;7;20.4365;429.1665;2019-02-23 19:49:00;Credit card
413-20-6708;Naypyitaw;Member;Female;Fashion accessories;51.47;1;2.5735;54.0435;2019-03-18 15:52:00;Ewallet
425-85-2085;Mandalay;Member;Male;Health and beauty;54.86;5;13.715;288.015;2019-03-29 16:48:00;Ewallet
521-18-7827;Naypyitaw;Member;Male;Home and lifestyle;39.39;5;9.8475;206.7975;2019-01-22 20:46:00;Credit card
220-28-1851;Yangon;Normal;Male;Home and lifestyle;34.73;2;3.473;72.933;2019-03-01 18:14:00;Ewallet
600-38-9738;Naypyitaw;Member;Male;Sports and travel;71.92;5;17.98;377.58;2019-01-17 15:05:00;Credit card
734-91-1155;Mandalay;Normal;Female;Electronic accessories;45.71;3;6.8565;143.9865;2019-03-26 10:34:00;Credit card
451-28-5717;Naypyitaw;Member;Female;Home and lifestyle;83.17;6;24.951;523.971;2019-03-20 11:23:00;Cash
609-81-8548;Yangon;Member;Female;Home and lifestyle;37.44;6;11.232;235.872;2019-02-06 13:55:00;Credit card
133-14-7229;Naypyitaw;Normal;Male;Health and beauty;62.87;2;6.287;132.027;2019-01-01 11:43:00;Cash
534-01-4457;Yangon;Normal;Male;Food and beverages;81.71;6;24.513;514.773;2019-01-27 14:36:00;Credit card
719-89-8991;Yangon;Member;Female;Sports and travel;91.41;5;22.8525;479.9025;2019-02-25 16:03:00;Ewallet
286-62-6248;Mandalay;Normal;Male;Fashion accessories;39.21;4;7.842;164.682;2019-01-16 20:03:00;Credit card
339-38-9982;Mandalay;Member;Male;Fashion accessories;59.86;2;5.986;125.706;2019-01-13 14:55:00;Ewallet
827-44-5872;Mandalay;Member;Female;Food and beverages;54.36;10;27.18;570.78;2019-02-07 11:28:00;Credit card
827-77-7633;Yangon;Normal;Male;Sports and travel;98.09;9;44.1405;926.9505;2019-02-17 19:41:00;Cash
287-83-1405;Yangon;Normal;Male;Health and beauty;25.43;6;7.629;160.209;2019-02-12 19:01:00;Ewallet
435-13-4908;Yangon;Member;Male;Fashion accessories;86.68;8;34.672;728.112;2019-01-24 18:04:00;Credit card
857-67-9057;Mandalay;Normal;Male;Electronic accessories;22.95;10;11.475;240.975;2019-02-06 19:20:00;Ewallet
236-27-1144;Naypyitaw;Normal;Female;Food and beverages;16.31;9;7.3395;154.1295;2019-03-26 10:31:00;Ewallet
892-05-6689;Yangon;Normal;Female;Home and lifestyle;28.32;5;7.08;148.68;2019-03-11 13:28:00;Ewallet
583-41-4548;Naypyitaw;Normal;Male;Home and lifestyle;16.67;7;5.8345;122.5245;2019-02-07 11:36:00;Ewallet
339-12-4827;Mandalay;Member;Female;Fashion accessories;73.96;1;3.698;77.658;2019-01-05 11:32:00;Credit card
643-38-7867;Yangon;Normal;Male;Home and lifestyle;97.94;1;4.897;102.837;2019-03-07 11:44:00;Ewallet
308-81-0538;Yangon;Normal;Female;Fashion accessories;73.05;4;14.61;306.81;2019-02-25 17:16:00;Credit card
358-88-9262;Naypyitaw;Member;Female;Food and beverages;87.48;6;26.244;551.124;2019-02-01 18:43:00;Ewallet
460-35-4390;Yangon;Normal;Male;Home and lifestyle;30.68;3;4.602;96.642;2019-01-22 11:00:00;Ewallet
343-87-0864;Naypyitaw;Member;Male;Health and beauty;75.88;1;3.794;79.674;2019-01-03 10:30:00;Credit card
173-50-1108;Mandalay;Member;Female;Sports and travel;20.18;4;4.036;84.756;2019-02-13 12:14:00;Credit card
243-47-2663;Naypyitaw;Member;Male;Electronic accessories;18.77;6;5.631;118.251;2019-01-28 16:43:00;Credit card
841-18-8232;Mandalay;Normal;Female;Food and beverages;71.2;1;3.56;74.76;2019-01-05 20:40:00;Credit card
701-23-5550;Mandalay;Member;Male;Home and lifestyle;38.81;4;7.762;163.002;2019-03-19 13:40:00;Ewallet
647-50-1224;Yangon;Normal;Female;Fashion accessories;29.42;10;14.71;308.91;2019-01-12 16:23:00;Ewallet
541-48-8554;Yangon;Normal;Male;Sports and travel;60.95;9;27.4275;575.9775;2019-01-07 12:08:00;Credit card
539-21-7227;Mandalay;Normal;Female;Sports and travel;51.54;5;12.885;270.585;2019-01-26 17:45:00;Cash
213-32-1216;Yangon;Normal;Female;Electronic accessories;66.06;6;19.818;416.178;2019-01-23 10:28:00;Cash
747-58-7183;Mandalay;Normal;Male;Fashion accessories;57.27;3;8.5905;180.4005;2019-02-09 20:31:00;Ewallet
582-52-8065;Mandalay;Normal;Female;Fashion accessories;54.31;9;24.4395;513.2295;2019-02-22 10:49:00;Cash
210-57-1719;Mandalay;Normal;Female;Health and beauty;58.24;9;26.208;550.368;2019-02-05 12:34:00;Cash
399-69-4630;Naypyitaw;Normal;Male;Electronic accessories;22.21;6;6.663;139.923;2019-03-07 10:23:00;Credit card
134-75-2619;Yangon;Member;Male;Electronic accessories;19.32;7;6.762;142.002;2019-03-25 18:51:00;Cash
356-44-8813;Mandalay;Normal;Male;Home and lifestyle;37.48;3;5.622;118.062;2019-01-20 13:45:00;Credit card
198-66-9832;Mandalay;Member;Female;Fashion accessories;72.04;2;7.204;151.284;2019-02-04 19:38:00;Cash
283-26-5248;Naypyitaw;Member;Female;Food and beverages;98.52;10;49.26;1034.46;2019-01-30 20:23:00;Ewallet
712-39-0363;Yangon;Member;Male;Food and beverages;41.66;6;12.498;262.458;2019-01-02 15:24:00;Ewallet
218-59-9410;Yangon;Member;Female;Home and lifestyle;72.42;3;10.863;228.123;2019-03-29 16:54:00;Ewallet
174-75-0888;Mandalay;Normal;Male;Electronic accessories;21.58;9;9.711;203.931;2019-03-14 12:32:00;Cash
866-99-7614;Naypyitaw;Normal;Male;Food and beverages;89.2;10;44.6;936.6;2019-02-11 15:42:00;Credit card
134-54-4720;Mandalay;Normal;Female;Electronic accessories;42.42;8;16.968;356.328;2019-01-30 13:58:00;Ewallet
760-90-2357;Yangon;Member;Male;Electronic accessories;74.51;6;22.353;469.413;2019-03-20 15:08:00;Ewallet
514-37-2845;Mandalay;Normal;Male;Fashion accessories;99.25;2;9.925;208.425;2019-03-20 13:02:00;Cash
698-98-5964;Yangon;Normal;Female;Food and beverages;81.21;10;40.605;852.705;2019-01-17 13:01:00;Credit card
718-57-9773;Naypyitaw;Normal;Female;Sports and travel;49.33;10;24.665;517.965;2019-02-03 16:40:00;Credit card
651-88-7328;Yangon;Normal;Female;Fashion accessories;65.74;9;29.583;621.243;2019-01-01 13:55:00;Cash
241-11-2261;Mandalay;Normal;Female;Fashion accessories;79.86;7;27.951;586.971;2019-01-10 10:33:00;Credit card
408-26-9866;Naypyitaw;Normal;Female;Sports and travel;73.98;7;25.893;543.753;2019-03-02 16:42:00;Ewallet
834-83-1826;Mandalay;Member;Female;Home and lifestyle;82.04;5;20.51;430.71;2019-02-25 17:16:00;Credit card
343-61-3544;Mandalay;Member;Male;Sports and travel;26.67;10;13.335;280.035;2019-01-29 11:48:00;Cash
239-48-4278;Yangon;Member;Male;Food and beverages;10.13;7;3.5455;74.4555;2019-03-10 19:35:00;Ewallet
355-34-6244;Mandalay;Normal;Male;Food and beverages;72.39;2;7.239;152.019;2019-01-13 19:55:00;Credit card
550-84-8664;Yangon;Normal;Male;Sports and travel;85.91;5;21.4775;451.0275;2019-03-22 14:33:00;Credit card
339-96-8318;Mandalay;Member;Male;Fashion accessories;81.31;7;28.4585;597.6285;2019-03-01 19:49:00;Ewallet
458-61-0011;Mandalay;Normal;Male;Food and beverages;60.3;4;12.06;253.26;2019-02-20 18:43:00;Cash
592-34-6155;Naypyitaw;Normal;Male;Food and beverages;31.77;4;6.354;133.434;2019-01-14 14:43:00;Ewallet
797-88-0493;Yangon;Normal;Female;Health and beauty;64.27;4;12.854;269.934;2019-03-26 13:54:00;Cash
207-73-1363;Mandalay;Normal;Male;Health and beauty;69.51;2;6.951;145.971;2019-03-01 12:15:00;Ewallet
390-31-6381;Naypyitaw;Normal;Male;Food and beverages;27.22;3;4.083;85.743;2019-01-07 12:37:00;Cash
443-82-0585;Yangon;Member;Female;Health and beauty;77.68;4;15.536;326.256;2019-02-01 19:54:00;Cash
339-18-7061;Naypyitaw;Member;Female;Fashion accessories;92.98;2;9.298;195.258;2019-02-13 15:06:00;Credit card
359-90-3665;Mandalay;Member;Female;Fashion accessories;18.08;4;3.616;75.936;2019-01-14 18:03:00;Credit card
375-72-3056;Mandalay;Normal;Male;Sports and travel;63.06;3;9.459;198.639;2019-01-19 15:58:00;Ewallet
127-47-6963;Yangon;Normal;Male;Health and beauty;51.71;4;10.342;217.182;2019-03-09 13:53:00;Credit card
278-86-2735;Yangon;Normal;Female;Food and beverages;52.34;3;7.851;164.871;2019-03-27 14:03:00;Cash
695-28-6250;Yangon;Normal;Female;Sports and travel;43.06;5;10.765;226.065;2019-02-04 16:38:00;Ewallet
379-17-6588;Naypyitaw;Normal;Male;Fashion accessories;59.61;10;29.805;625.905;2019-03-14 11:07:00;Cash
227-50-3718;Yangon;Normal;Male;Health and beauty;14.62;5;3.655;76.755;2019-03-04 12:23:00;Cash
302-15-2162;Naypyitaw;Member;Male;Health and beauty;46.53;6;13.959;293.139;2019-03-03 10:54:00;Credit card
788-07-8452;Naypyitaw;Member;Female;Home and lifestyle;24.24;7;8.484;178.164;2019-01-27 17:38:00;Ewallet
560-49-6611;Yangon;Member;Female;Sports and travel;45.58;1;2.279;47.859;2019-02-07 14:13:00;Cash
880-35-0356;Yangon;Member;Female;Sports and travel;75.2;3;11.28;236.88;2019-02-05 11:51:00;Ewallet
585-11-6748;Mandalay;Member;Male;Sports and travel;96.8;3;14.52;304.92;2019-03-15 13:05:00;Cash
470-31-3286;Mandalay;Normal;Male;Health and beauty;14.82;3;2.223;46.683;2019-03-01 11:30:00;Credit card
152-68-2907;Yangon;Normal;Male;Food and beverages;52.2;3;7.83;164.43;2019-02-15 13:30:00;Credit card
123-35-4896;Naypyitaw;Normal;Female;Sports and travel;46.66;9;20.997;440.937;2019-02-17 19:11:00;Ewallet
258-69-7810;Naypyitaw;Normal;Female;Fashion accessories;36.85;5;9.2125;193.4625;2019-01-26 18:53:00;Cash
334-64-2006;Yangon;Member;Female;Home and lifestyle;70.32;2;7.032;147.672;2019-03-24 14:22:00;Ewallet
219-61-4139;Naypyitaw;Normal;Male;Electronic accessories;83.08;1;4.154;87.234;2019-01-23 17:16:00;Ewallet
881-41-7302;Naypyitaw;Normal;Female;Fashion accessories;64.99;1;3.2495;68.2395;2019-01-26 10:06:00;Credit card
373-09-4567;Naypyitaw;Normal;Male;Food and beverages;77.56;10;38.78;814.38;2019-03-14 20:35:00;Ewallet
642-30-6693;Mandalay;Normal;Female;Sports and travel;54.51;6;16.353;343.413;2019-03-17 13:54:00;Ewallet
484-22-8230;Naypyitaw;Member;Female;Fashion accessories;51.89;7;18.1615;381.3915;2019-01-08 20:08:00;Cash
830-58-2383;Mandalay;Normal;Male;Home and lifestyle;31.75;4;6.35;133.35;2019-02-08 15:26:00;Cash
559-98-9873;Yangon;Member;Female;Fashion accessories;53.65;7;18.7775;394.3275;2019-02-10 12:56:00;Ewallet
544-32-5024;Naypyitaw;Member;Female;Food and beverages;49.79;4;9.958;209.118;2019-03-28 19:16:00;Credit card
318-12-0304;Yangon;Normal;Male;Fashion accessories;30.61;1;1.5305;32.1405;2019-01-23 12:20:00;Ewallet
349-97-8902;Mandalay;Member;Male;Food and beverages;57.89;2;5.789;121.569;2019-01-17 10:37:00;Ewallet
421-95-9805;Yangon;Normal;Female;Electronic accessories;28.96;1;1.448;30.408;2019-02-07 10:18:00;Credit card
277-35-5865;Naypyitaw;Member;Female;Food and beverages;98.97;9;44.5365;935.2665;2019-03-09 11:23:00;Cash
789-23-8625;Mandalay;Member;Male;Fashion accessories;93.22;3;13.983;293.643;2019-01-24 11:45:00;Cash
284-54-4231;Naypyitaw;Member;Male;Sports and travel;80.93;1;4.0465;84.9765;2019-01-19 16:08:00;Credit card
443-59-0061;Yangon;Member;Male;Food and beverages;67.45;10;33.725;708.225;2019-02-03 11:25:00;Ewallet
509-29-3912;Yangon;Member;Female;Sports and travel;38.72;9;17.424;365.904;2019-03-20 12:24:00;Ewallet
327-40-9673;Mandalay;Member;Male;Sports and travel;72.6;6;21.78;457.38;2019-01-13 19:51:00;Cash
840-19-2096;Naypyitaw;Member;Male;Electronic accessories;87.91;5;21.9775;461.5275;2019-03-14 18:10:00;Ewallet
828-46-6863;Yangon;Member;Male;Food and beverages;98.53;6;29.559;620.739;2019-01-23 11:22:00;Credit card
641-96-3695;Naypyitaw;Member;Female;Fashion accessories;43.46;6;13.038;273.798;2019-02-07 17:55:00;Ewallet
420-97-3340;Yangon;Normal;Female;Food and beverages;71.68;3;10.752;225.792;2019-03-28 15:30:00;Credit card
436-54-4512;Yangon;Member;Female;Food and beverages;91.61;1;4.5805;96.1905;2019-03-20 19:44:00;Cash
670-79-6321;Mandalay;Member;Female;Home and lifestyle;94.59;7;33.1065;695.2365;2019-01-17 15:27:00;Credit card
852-62-7105;Mandalay;Normal;Female;Fashion accessories;83.25;10;41.625;874.125;2019-01-12 11:25:00;Credit card
598-06-7312;Mandalay;Member;Male;Fashion accessories;91.35;1;4.5675;95.9175;2019-02-16 15:42:00;Cash
135-13-8269;Mandalay;Member;Female;Food and beverages;78.88;2;7.888;165.648;2019-01-26 16:04:00;Cash
816-57-2053;Yangon;Normal;Male;Sports and travel;60.87;2;6.087;127.827;2019-03-09 12:37:00;Ewallet
628-90-8624;Mandalay;Member;Male;Health and beauty;82.58;10;41.29;867.09;2019-03-14 14:41:00;Cash
856-66-2701;Yangon;Member;Male;Home and lifestyle;53.3;3;7.995;167.895;2019-01-25 14:19:00;Ewallet
308-39-1707;Yangon;Normal;Female;Fashion accessories;12.09;1;0.6045;12.6945;2019-01-26 18:19:00;Credit card
149-61-1929;Yangon;Normal;Male;Sports and travel;64.19;10;32.095;673.995;2019-01-19 14:08:00;Credit card
655-07-2265;Yangon;Normal;Male;Electronic accessories;78.31;3;11.7465;246.6765;2019-03-05 16:38:00;Ewallet
589-02-8023;Yangon;Member;Male;Food and beverages;83.77;2;8.377;175.917;2019-01-15 10:54:00;Credit card
420-04-7590;Mandalay;Normal;Male;Home and lifestyle;99.7;3;14.955;314.055;2019-03-18 11:29:00;Ewallet
182-88-2763;Mandalay;Member;Male;Food and beverages;79.91;3;11.9865;251.7165;2019-03-20 19:28:00;Credit card
188-55-0967;Mandalay;Member;Male;Health and beauty;66.47;10;33.235;697.935;2019-01-15 15:01:00;Credit card
610-46-4100;Yangon;Normal;Male;Health and beauty;28.95;7;10.1325;212.7825;2019-03-03 20:31:00;Credit card
318-81-2368;Naypyitaw;Normal;Female;Electronic accessories;46.2;1;2.31;48.51;2019-03-19 12:16:00;Cash
364-33-8584;Mandalay;Member;Female;Food and beverages;17.63;5;4.4075;92.5575;2019-03-08 15:27:00;Cash
665-63-9737;Mandalay;Normal;Male;Fashion accessories;52.42;3;7.863;165.123;2019-02-27 17:36:00;Ewallet
695-09-5146;Mandalay;Member;Female;Food and beverages;98.79;3;14.8185;311.1885;2019-02-23 20:00:00;Ewallet
155-45-3814;Naypyitaw;Member;Female;Electronic accessories;88.55;8;35.42;743.82;2019-03-19 15:29:00;Ewallet
794-32-2436;Mandalay;Member;Male;Electronic accessories;55.67;2;5.567;116.907;2019-03-27 15:08:00;Ewallet
131-15-8856;Naypyitaw;Member;Female;Food and beverages;72.52;8;29.008;609.168;2019-03-30 19:26:00;Credit card
273-84-2164;Naypyitaw;Member;Male;Electronic accessories;12.05;5;3.0125;63.2625;2019-02-16 15:53:00;Ewallet
706-36-6154;Yangon;Member;Male;Home and lifestyle;19.36;9;8.712;182.952;2019-01-18 18:43:00;Ewallet
778-89-7974;Naypyitaw;Normal;Male;Health and beauty;70.21;6;21.063;442.323;2019-03-30 14:58:00;Cash
574-31-8277;Mandalay;Member;Male;Fashion accessories;33.63;1;1.6815;35.3115;2019-03-20 19:55:00;Cash
859-71-0933;Naypyitaw;Member;Female;Sports and travel;15.49;2;1.549;32.529;2019-01-16 15:10:00;Cash
740-11-5257;Naypyitaw;Normal;Male;Electronic accessories;24.74;10;12.37;259.77;2019-02-24 16:44:00;Cash
369-82-2676;Mandalay;Normal;Male;Electronic accessories;75.66;5;18.915;397.215;2019-01-15 18:22:00;Ewallet
563-47-4072;Mandalay;Normal;Female;Health and beauty;55.81;6;16.743;351.603;2019-01-22 11:52:00;Cash
742-04-5161;Yangon;Member;Male;Home and lifestyle;72.78;10;36.39;764.19;2019-02-03 17:24:00;Cash
149-15-7606;Mandalay;Member;Male;Sports and travel;37.32;9;16.794;352.674;2019-03-06 15:31:00;Ewallet
133-77-3154;Mandalay;Member;Male;Fashion accessories;60.18;4;12.036;252.756;2019-02-16 18:04:00;Credit card
169-52-4504;Yangon;Normal;Female;Electronic accessories;15.69;3;2.3535;49.4235;2019-03-14 14:13:00;Credit card
250-81-7186;Naypyitaw;Normal;Female;Electronic accessories;99.69;1;4.9845;104.6745;2019-02-27 10:23:00;Credit card
562-12-5430;Yangon;Member;Female;Fashion accessories;88.15;3;13.2225;277.6725;2019-01-18 10:11:00;Ewallet
816-72-8853;Yangon;Member;Female;Sports and travel;27.93;5;6.9825;146.6325;2019-01-29 15:48:00;Cash
491-38-3499;Yangon;Member;Male;Fashion accessories;55.45;1;2.7725;58.2225;2019-02-26 17:46:00;Credit card
322-02-2271;Mandalay;Normal;Female;Sports and travel;42.97;3;6.4455;135.3555;2019-02-03 11:46:00;Cash
842-29-4695;Naypyitaw;Member;Male;Sports and travel;17.14;7;5.999;125.979;2019-01-16 12:07:00;Credit card
725-67-2480;Mandalay;Member;Female;Fashion accessories;58.75;6;17.625;370.125;2019-03-24 18:14:00;Credit card
641-51-2661;Naypyitaw;Member;Female;Food and beverages;87.1;10;43.55;914.55;2019-02-12 14:45:00;Credit card
714-02-3114;Naypyitaw;Normal;Female;Sports and travel;98.8;2;9.88;207.48;2019-02-21 11:39:00;Cash
518-17-2983;Yangon;Normal;Female;Fashion accessories;48.63;4;9.726;204.246;2019-02-04 15:44:00;Ewallet
779-42-2410;Mandalay;Member;Male;Food and beverages;57.74;3;8.661;181.881;2019-02-20 13:06:00;Ewallet
190-14-3147;Mandalay;Normal;Female;Health and beauty;17.97;4;3.594;75.474;2019-02-23 20:43:00;Ewallet
408-66-6712;Naypyitaw;Member;Female;Health and beauty;47.71;6;14.313;300.573;2019-02-16 14:19:00;Ewallet
679-22-6530;Mandalay;Normal;Female;Sports and travel;40.62;2;4.062;85.302;2019-01-17 10:01:00;Credit card
588-47-8641;Yangon;Member;Male;Fashion accessories;56.04;10;28.02;588.42;2019-01-14 19:30:00;Ewallet
642-61-4706;Mandalay;Member;Male;Food and beverages;93.4;2;9.34;196.14;2019-03-30 16:34:00;Cash
576-31-4774;Mandalay;Normal;Female;Health and beauty;73.41;3;11.0115;231.2415;2019-03-02 13:10:00;Ewallet
556-41-6224;Naypyitaw;Normal;Male;Health and beauty;33.64;8;13.456;282.576;2019-02-15 17:10:00;Credit card
811-03-8790;Yangon;Normal;Female;Electronic accessories;45.48;10;22.74;477.54;2019-03-01 10:22:00;Credit card
242-11-3142;Mandalay;Member;Male;Fashion accessories;83.77;2;8.377;175.917;2019-02-24 19:57:00;Cash
752-23-3760;Mandalay;Member;Female;Sports and travel;64.08;7;22.428;470.988;2019-02-19 19:29:00;Credit card
274-05-5470;Yangon;Member;Female;Food and beverages;73.47;4;14.694;308.574;2019-02-23 18:30:00;Cash
648-94-3045;Naypyitaw;Normal;Male;Health and beauty;58.95;10;29.475;618.975;2019-02-07 14:27:00;Ewallet
130-67-4723;Yangon;Member;Male;Food and beverages;48.5;6;14.55;305.55;2019-01-11 13:57:00;Ewallet
528-87-5606;Mandalay;Member;Female;Electronic accessories;39.48;1;1.974;41.454;2019-02-12 19:43:00;Cash
320-85-2052;Mandalay;Normal;Female;Sports and travel;34.81;1;1.7405;36.5505;2019-01-14 10:11:00;Credit card
370-96-0655;Naypyitaw;Normal;Female;Fashion accessories;49.32;6;14.796;310.716;2019-01-09 13:46:00;Ewallet
105-10-6182;Yangon;Member;Male;Fashion accessories;21.48;2;2.148;45.108;2019-02-27 12:22:00;Ewallet
510-79-0415;Mandalay;Member;Female;Sports and travel;23.08;6;6.924;145.404;2019-01-24 19:20:00;Ewallet
241-96-5076;Mandalay;Member;Female;Home and lifestyle;49.1;2;4.91;103.11;2019-01-08 12:58:00;Credit card
767-97-4650;Mandalay;Member;Female;Sports and travel;64.83;2;6.483;136.143;2019-01-08 11:59:00;Credit card
648-83-1321;Yangon;Member;Male;Home and lifestyle;63.56;10;31.78;667.38;2019-01-16 17:59:00;Cash
173-57-2300;Naypyitaw;Member;Male;Sports and travel;72.88;2;7.288;153.048;2019-03-13 12:51:00;Cash
305-03-2383;Yangon;Normal;Female;Food and beverages;67.1;3;10.065;211.365;2019-02-15 10:36:00;Cash
394-55-6384;Naypyitaw;Member;Female;Sports and travel;70.19;9;31.5855;663.2955;2019-01-25 13:38:00;Cash
266-20-6657;Naypyitaw;Member;Male;Food and beverages;55.04;7;19.264;404.544;2019-03-12 19:39:00;Ewallet
689-05-1884;Yangon;Member;Male;Health and beauty;48.63;10;24.315;510.615;2019-03-04 12:44:00;Cash
196-01-2849;Naypyitaw;Member;Female;Fashion accessories;73.38;7;25.683;539.343;2019-02-10 13:56:00;Cash
372-62-5264;Naypyitaw;Normal;Female;Food and beverages;52.6;9;23.67;497.07;2019-01-16 14:42:00;Cash
800-09-8606;Yangon;Member;Female;Home and lifestyle;87.37;5;21.8425;458.6925;2019-01-29 19:45:00;Cash
182-52-7000;Yangon;Member;Female;Sports and travel;27.04;4;5.408;113.568;2019-01-01 20:26:00;Ewallet
