code,name,dob,nationality,race_id,position,points,fastest_lap_speed,status,country,year,race,date
ROS,Nico Rosberg,1985-06-27,German,945,1.0,25.0,189.779,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
ALO,Fernando Alonso,1981-07-29,Spanish,945,17.0,0.0,190.793,+2 Laps,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
RAI,Kimi Räikkönen,1979-10-17,Finnish,945,3.0,15.0,190.528,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
MAS,Felipe Massa,1981-04-25,Brazilian,945,8.0,4.0,186.891,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
BUT,Jenson Button,1980-01-19,British,945,12.0,0.0,185.978,+1 Lap,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
VET,Sebastian Vettel,1987-07-03,German,945,4.0,12.0,191.242,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
GRO,Romain Grosjean,1986-04-17,French,945,9.0,2.0,188.877,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
HUL,Nico Hülkenberg,1987-08-19,German,945,7.0,6.0,186.751,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
MAL,Pastor Maldonado,1985-03-09,Venezuelan,945,,0.0,,Collision,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
PER,Sergio Pérez,1990-01-26,Mexican,945,5.0,10.0,188.818,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
RIC,Daniel Ricciardo,1989-07-01,Australian,945,6.0,8.0,188.085,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
BOT,Valtteri Bottas,1989-08-28,Finnish,945,13.0,0.0,187.804,+1 Lap,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
KVY,Daniil Kvyat,1994-04-26,Russian,945,10.0,1.0,187.069,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
ERI,Marcus Ericsson,1990-09-02,Swedish,945,14.0,0.0,187.71,+1 Lap,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
STE,Will Stevens,1991-06-28,British,945,18.0,0.0,182.414,+2 Laps,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
VER,Max Verstappen,1997-09-30,Dutch,945,16.0,0.0,189.079,+1 Lap,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
NAS,Felipe Nasr,1992-08-21,Brazilian,945,15.0,0.0,187.874,+1 Lap,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
SAI,Carlos Sainz,1994-09-01,Spanish,945,11.0,0.0,186.867,Finished,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
MER,Roberto Merhi,1991-03-22,Spanish,945,19.0,0.0,179.784,+3 Laps,UAE,2015,Abu Dhabi Grand Prix,2015-11-29
HAM,Lewis Hamilton,1985-01-07,British,948,2.0,18.0,210.608,Finished,Australia,2016,Australian Grand Prix,2016-03-20
ROS,Nico Rosberg,1985-06-27,German,948,1.0,25.0,210.815,Finished,Australia,2016,Australian Grand Prix,2016-03-20
ALO,Fernando Alonso,1981-07-29,Spanish,948,,0.0,206.268,Collision,Australia,2016,Australian Grand Prix,2016-03-20
RAI,Kimi Räikkönen,1979-10-17,Finnish,948,,0.0,210.48,Engine,Australia,2016,Australian Grand Prix,2016-03-20
MAS,Felipe Massa,1981-04-25,Brazilian,948,5.0,10.0,206.861,Finished,Australia,2016,Australian Grand Prix,2016-03-20
BUT,Jenson Button,1980-01-19,British,948,14.0,0.0,208.223,+1 Lap,Australia,2016,Australian Grand Prix,2016-03-20
VET,Sebastian Vettel,1987-07-03,German,948,3.0,15.0,212.235,Finished,Australia,2016,Australian Grand Prix,2016-03-20
GRO,Romain Grosjean,1986-04-17,French,948,6.0,8.0,205.582,Finished,Australia,2016,Australian Grand Prix,2016-03-20
HUL,Nico Hülkenberg,1987-08-19,German,948,7.0,6.0,205.646,Finished,Australia,2016,Australian Grand Prix,2016-03-20
PER,Sergio Pérez,1990-01-26,Mexican,948,13.0,0.0,205.764,Finished,Australia,2016,Australian Grand Prix,2016-03-20
RIC,Daniel Ricciardo,1989-07-01,Australian,948,4.0,12.0,214.51,Finished,Australia,2016,Australian Grand Prix,2016-03-20
GUT,Esteban Gutiérrez,1991-08-05,Mexican,948,,0.0,205.281,Collision,Australia,2016,Australian Grand Prix,2016-03-20
BOT,Valtteri Bottas,1989-08-28,Finnish,948,8.0,4.0,205.886,Finished,Australia,2016,Australian Grand Prix,2016-03-20
MAG,Kevin Magnussen,1992-10-05,Danish,948,12.0,0.0,206.494,Finished,Australia,2016,Australian Grand Prix,2016-03-20
KVY,Daniil Kvyat,1994-04-26,Russian,948,,0.0,,Retired,Australia,2016,Australian Grand Prix,2016-03-20
ERI,Marcus Ericsson,1990-09-02,Swedish,948,,0.0,203.327,Engine,Australia,2016,Australian Grand Prix,2016-03-20
VER,Max Verstappen,1997-09-30,Dutch,948,10.0,1.0,208.606,Finished,Australia,2016,Australian Grand Prix,2016-03-20
NAS,Felipe Nasr,1992-08-21,Brazilian,948,15.0,0.0,205.917,+1 Lap,Australia,2016,Australian Grand Prix,2016-03-20
SAI,Carlos Sainz,1994-09-01,Spanish,948,9.0,2.0,208.253,Finished,Australia,2016,Australian Grand Prix,2016-03-20
PAL,Jolyon Palmer,1991-01-20,British,948,11.0,0.0,205.376,Finished,Australia,2016,Australian Grand Prix,2016-03-20
WEH,Pascal Wehrlein,1994-10-18,German,948,16.0,0.0,206.001,+1 Lap,Australia,2016,Australian Grand Prix,2016-03-20
HAR,Rio Haryanto,1993-01-22,Indonesian,948,,0.0,203.424,Mechanical,Australia,2016,Australian Grand Prix,2016-03-20
HAM,Lewis Hamilton,1985-01-07,British,949,3.0,15.0,205.785,Finished,Bahrain,2016,Bahrain Grand Prix,2016-04-03
ROS,Nico Rosberg,1985-06-27,German,949,1.0,25.0,206.21,Finished,Bahrain,2016,Bahrain Grand Prix,2016-04-03
RAI,Kimi Räikkönen,1979-10-17,Finnish,949,2.0,18.0,204.745,Finished,Bahrain,2016,Bahrain Grand Prix,2016-04-03
MAS,Felipe Massa,1981-04-25,Brazilian,949,8.0,4.0,199.704,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
BUT,Jenson Button,1980-01-19,British,949,,0.0,195.954,Power Unit,Bahrain,2016,Bahrain Grand Prix,2016-04-03
VET,Sebastian Vettel,1987-07-03,German,949,,0.0,,Engine,Bahrain,2016,Bahrain Grand Prix,2016-04-03
GRO,Romain Grosjean,1986-04-17,French,949,5.0,10.0,202.749,Finished,Bahrain,2016,Bahrain Grand Prix,2016-04-03
HUL,Nico Hülkenberg,1987-08-19,German,949,15.0,0.0,204.681,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
PER,Sergio Pérez,1990-01-26,Mexican,949,16.0,0.0,202.808,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
RIC,Daniel Ricciardo,1989-07-01,Australian,949,4.0,12.0,202.814,Finished,Bahrain,2016,Bahrain Grand Prix,2016-04-03
GUT,Esteban Gutiérrez,1991-08-05,Mexican,949,,0.0,196.124,Retired,Bahrain,2016,Bahrain Grand Prix,2016-04-03
BOT,Valtteri Bottas,1989-08-28,Finnish,949,9.0,2.0,200.698,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
MAG,Kevin Magnussen,1992-10-05,Danish,949,11.0,0.0,201.418,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
KVY,Daniil Kvyat,1994-04-26,Russian,949,7.0,6.0,203.633,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
ERI,Marcus Ericsson,1990-09-02,Swedish,949,12.0,0.0,198.802,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
VER,Max Verstappen,1997-09-30,Dutch,949,6.0,8.0,204.004,Finished,Bahrain,2016,Bahrain Grand Prix,2016-04-03
NAS,Felipe Nasr,1992-08-21,Brazilian,949,14.0,0.0,204.312,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
SAI,Carlos Sainz,1994-09-01,Spanish,949,,0.0,197.983,Retired,Bahrain,2016,Bahrain Grand Prix,2016-04-03
PAL,Jolyon Palmer,1991-01-20,British,949,,0.0,,Hydraulics,Bahrain,2016,Bahrain Grand Prix,2016-04-03
WEH,Pascal Wehrlein,1994-10-18,German,949,13.0,0.0,204.123,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
HAR,Rio Haryanto,1993-01-22,Indonesian,949,17.0,0.0,201.512,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
VAN,Stoffel Vandoorne,1992-03-26,Belgian,949,10.0,1.0,202.694,+1 Lap,Bahrain,2016,Bahrain Grand Prix,2016-04-03
HAM,Lewis Hamilton,1985-01-07,British,954,1.0,25.0,206.625,Finished,Canada,2016,Canadian Grand Prix,2016-06-12
ROS,Nico Rosberg,1985-06-27,German,954,5.0,10.0,207.669,Finished,Canada,2016,Canadian Grand Prix,2016-06-12
ALO,Fernando Alonso,1981-07-29,Spanish,954,11.0,0.0,203.081,+1 Lap,Canada,2016,Canadian Grand Prix,2016-06-12
RAI,Kimi Räikkönen,1979-10-17,Finnish,954,6.0,8.0,204.105,Finished,Canada,2016,Canadian Grand Prix,2016-06-12
MAS,Felipe Massa,1981-04-25,Brazilian,954,,0.0,202.774,Retired,Canada,2016,Canadian Grand Prix,2016-06-12
BUT,Jenson Button,1980-01-19,British,954,,0.0,197.588,Power Unit,Canada,2016,Canadian Grand Prix,2016-06-12
VET,Sebastian Vettel,1987-07-03,German,954,2.0,18.0,205.769,Finished,Canada,2016,Canadian Grand Prix,2016-06-12
GRO,Romain Grosjean,1986-04-17,French,954,14.0,0.0,203.149,+2 Laps,Canada,2016,Canadian Grand Prix,2016-06-12
HUL,Nico Hülkenberg,1987-08-19,German,954,8.0,4.0,204.944,+1 Lap,Canada,2016,Canadian Grand Prix,2016-06-12
PER,Sergio Pérez,1990-01-26,Mexican,954,10.0,1.0,205.065,+1 Lap,Canada,2016,Canadian Grand Prix,2016-06-12
RIC,Daniel Ricciardo,1989-07-01,Australian,954,7.0,6.0,205.207,Finished,Canada,2016,Canadian Grand Prix,2016-06-12
GUT,Esteban Gutiérrez,1991-08-05,Mexican,954,13.0,0.0,201.981,+2 Laps,Canada,2016,Canadian Grand Prix,2016-06-12
BOT,Valtteri Bottas,1989-08-28,Finnish,954,3.0,15.0,204.055,Finished,Canada,2016,Canadian Grand Prix,2016-06-12
MAG,Kevin Magnussen,1992-10-05,Danish,954,16.0,0.0,200.7,+2 Laps,Canada,2016,Canadian Grand Prix,2016-06-12
KVY,Daniil Kvyat,1994-04-26,Russian,954,12.0,0.0,204.044,+1 Lap,Canada,2016,Canadian Grand Prix,2016-06-12
ERI,Marcus Ericsson,1990-09-02,Swedish,954,15.0,0.0,201.019,+2 Laps,Canada,2016,Canadian Grand Prix,2016-06-12
VER,Max Verstappen,1997-09-30,Dutch,954,4.0,12.0,205.71,Finished,Canada,2016,Canadian Grand Prix,2016-06-12
NAS,Felipe Nasr,1992-08-21,Brazilian,954,18.0,0.0,201.579,+2 Laps,Canada,2016,Canadian Grand Prix,2016-06-12
SAI,Carlos Sainz,1994-09-01,Spanish,954,9.0,2.0,205.014,+1 Lap,Canada,2016,Canadian Grand Prix,2016-06-12
PAL,Jolyon Palmer,1991-01-20,British,954,,0.0,196.542,Retired,Canada,2016,Canadian Grand Prix,2016-06-12
WEH,Pascal Wehrlein,1994-10-18,German,954,17.0,0.0,200.551,+2 Laps,Canada,2016,Canadian Grand Prix,2016-06-12
HAR,Rio Haryanto,1993-01-22,Indonesian,954,19.0,0.0,199.593,+2 Laps,Canada,2016,Canadian Grand Prix,2016-06-12
HAM,Lewis Hamilton,1985-01-07,British,959,1.0,25.0,209.107,Finished,Germany,2016,German Grand Prix,2016-07-31
ROS,Nico Rosberg,1985-06-27,German,959,4.0,12.0,208.114,Finished,Germany,2016,German Grand Prix,2016-07-31
ALO,Fernando Alonso,1981-07-29,Spanish,959,12.0,0.0,205.49,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
RAI,Kimi Räikkönen,1979-10-17,Finnish,959,6.0,8.0,206.937,Finished,Germany,2016,German Grand Prix,2016-07-31
MAS,Felipe Massa,1981-04-25,Brazilian,959,,0.0,202.101,Suspension,Germany,2016,German Grand Prix,2016-07-31
BUT,Jenson Button,1980-01-19,British,959,8.0,4.0,206.395,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
VET,Sebastian Vettel,1987-07-03,German,959,5.0,10.0,209.203,Finished,Germany,2016,German Grand Prix,2016-07-31
GRO,Romain Grosjean,1986-04-17,French,959,13.0,0.0,205.188,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
HUL,Nico Hülkenberg,1987-08-19,German,959,7.0,6.0,205.686,Finished,Germany,2016,German Grand Prix,2016-07-31
PER,Sergio Pérez,1990-01-26,Mexican,959,10.0,1.0,206.848,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
RIC,Daniel Ricciardo,1989-07-01,Australian,959,2.0,18.0,209.918,Finished,Germany,2016,German Grand Prix,2016-07-31
GUT,Esteban Gutiérrez,1991-08-05,Mexican,959,11.0,0.0,206.131,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
BOT,Valtteri Bottas,1989-08-28,Finnish,959,9.0,2.0,204.699,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
MAG,Kevin Magnussen,1992-10-05,Danish,959,16.0,0.0,201.673,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
KVY,Daniil Kvyat,1994-04-26,Russian,959,15.0,0.0,206.903,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
ERI,Marcus Ericsson,1990-09-02,Swedish,959,18.0,0.0,202.758,+2 Laps,Germany,2016,German Grand Prix,2016-07-31
VER,Max Verstappen,1997-09-30,Dutch,959,3.0,15.0,208.673,Finished,Germany,2016,German Grand Prix,2016-07-31
NAS,Felipe Nasr,1992-08-21,Brazilian,959,,0.0,202.24,Power Unit,Germany,2016,German Grand Prix,2016-07-31
SAI,Carlos Sainz,1994-09-01,Spanish,959,14.0,0.0,205.94,+1 Lap,Germany,2016,German Grand Prix,2016-07-31
PAL,Jolyon Palmer,1991-01-20,British,959,19.0,0.0,202.97,+2 Laps,Germany,2016,German Grand Prix,2016-07-31
WEH,Pascal Wehrlein,1994-10-18,German,959,17.0,0.0,204.019,+2 Laps,Germany,2016,German Grand Prix,2016-07-31
HAR,Rio Haryanto,1993-01-22,Indonesian,959,20.0,0.0,201.19,+2 Laps,Germany,2016,German Grand Prix,2016-07-31
HAM,Lewis Hamilton,1985-01-07,British,961,2.0,18.0,241.646,Finished,Italy,2016,Italian Grand Prix,2016-09-04
ROS,Nico Rosberg,1985-06-27,German,961,1.0,25.0,240.82,Finished,Italy,2016,Italian Grand Prix,2016-09-04
ALO,Fernando Alonso,1981-07-29,Spanish,961,14.0,0.0,244.373,+1 Lap,Italy,2016,Italian Grand Prix,2016-09-04
RAI,Kimi Räikkönen,1979-10-17,Finnish,961,4.0,12.0,242.452,Finished,Italy,2016,Italian Grand Prix,2016-09-04
MAS,Felipe Massa,1981-04-25,Brazilian,961,9.0,2.0,241.375,Finished,Italy,2016,Italian Grand Prix,2016-09-04
BUT,Jenson Button,1980-01-19,British,961,12.0,0.0,241.503,+1 Lap,Italy,2016,Italian Grand Prix,2016-09-04
VET,Sebastian Vettel,1987-07-03,German,961,3.0,15.0,241.626,Finished,Italy,2016,Italian Grand Prix,2016-09-04
GRO,Romain Grosjean,1986-04-17,French,961,11.0,0.0,239.086,+1 Lap,Italy,2016,Italian Grand Prix,2016-09-04
HUL,Nico Hülkenberg,1987-08-19,German,961,10.0,1.0,239.837,Finished,Italy,2016,Italian Grand Prix,2016-09-04
PER,Sergio Pérez,1990-01-26,Mexican,961,8.0,4.0,239.93,Finished,Italy,2016,Italian Grand Prix,2016-09-04
RIC,Daniel Ricciardo,1989-07-01,Australian,961,5.0,10.0,242.726,Finished,Italy,2016,Italian Grand Prix,2016-09-04
GUT,Esteban Gutiérrez,1991-08-05,Mexican,961,13.0,0.0,239.418,+1 Lap,Italy,2016,Italian Grand Prix,2016-09-04
BOT,Valtteri Bottas,1989-08-28,Finnish,961,6.0,8.0,240.517,Finished,Italy,2016,Italian Grand Prix,2016-09-04
MAG,Kevin Magnussen,1992-10-05,Danish,961,17.0,0.0,238.019,+1 Lap,Italy,2016,Italian Grand Prix,2016-09-04
KVY,Daniil Kvyat,1994-04-26,Russian,961,,0.0,236.886,Battery,Italy,2016,Italian Grand Prix,2016-09-04
ERI,Marcus Ericsson,1990-09-02,Swedish,961,16.0,0.0,235.509,+1 Lap,Italy,2016,Italian Grand Prix,2016-09-04
VER,Max Verstappen,1997-09-30,Dutch,961,7.0,6.0,241.361,Finished,Italy,2016,Italian Grand Prix,2016-09-04
NAS,Felipe Nasr,1992-08-21,Brazilian,961,,0.0,,Collision damage,Italy,2016,Italian Grand Prix,2016-09-04
SAI,Carlos Sainz,1994-09-01,Spanish,961,15.0,0.0,240.398,+1 Lap,Italy,2016,Italian Grand Prix,2016-09-04
PAL,Jolyon Palmer,1991-01-20,British,961,,0.0,228.268,Collision damage,Italy,2016,Italian Grand Prix,2016-09-04
WEH,Pascal Wehrlein,1994-10-18,German,961,,0.0,235.055,Oil leak,Italy,2016,Italian Grand Prix,2016-09-04
OCO,Esteban Ocon,1996-09-17,French,961,18.0,0.0,235.556,+2 Laps,Italy,2016,Italian Grand Prix,2016-09-04
HAM,Lewis Hamilton,1985-01-07,British,962,3.0,15.0,169.221,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
ROS,Nico Rosberg,1985-06-27,German,962,1.0,25.0,165.318,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
ALO,Fernando Alonso,1981-07-29,Spanish,962,7.0,6.0,163.902,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
RAI,Kimi Räikkönen,1979-10-17,Finnish,962,4.0,12.0,168.515,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
MAS,Felipe Massa,1981-04-25,Brazilian,962,12.0,0.0,163.599,+1 Lap,Singapore,2016,Singapore Grand Prix,2016-09-18
BUT,Jenson Button,1980-01-19,British,962,,0.0,163.341,Brakes,Singapore,2016,Singapore Grand Prix,2016-09-18
VET,Sebastian Vettel,1987-07-03,German,962,5.0,10.0,169.863,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
GRO,Romain Grosjean,1986-04-17,French,962,,0.0,,Withdrew,Singapore,2016,Singapore Grand Prix,2016-09-18
HUL,Nico Hülkenberg,1987-08-19,German,962,,0.0,,Collision,Singapore,2016,Singapore Grand Prix,2016-09-18
PER,Sergio Pérez,1990-01-26,Mexican,962,8.0,4.0,163.508,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
RIC,Daniel Ricciardo,1989-07-01,Australian,962,2.0,18.0,170.113,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
GUT,Esteban Gutiérrez,1991-08-05,Mexican,962,11.0,0.0,164.159,+1 Lap,Singapore,2016,Singapore Grand Prix,2016-09-18
BOT,Valtteri Bottas,1989-08-28,Finnish,962,,0.0,163.727,Overheating,Singapore,2016,Singapore Grand Prix,2016-09-18
MAG,Kevin Magnussen,1992-10-05,Danish,962,10.0,1.0,164.48,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
KVY,Daniil Kvyat,1994-04-26,Russian,962,9.0,2.0,164.353,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
ERI,Marcus Ericsson,1990-09-02,Swedish,962,17.0,0.0,164.325,+1 Lap,Singapore,2016,Singapore Grand Prix,2016-09-18
VER,Max Verstappen,1997-09-30,Dutch,962,6.0,8.0,167.207,Finished,Singapore,2016,Singapore Grand Prix,2016-09-18
NAS,Felipe Nasr,1992-08-21,Brazilian,962,13.0,0.0,163.265,+1 Lap,Singapore,2016,Singapore Grand Prix,2016-09-18
SAI,Carlos Sainz,1994-09-01,Spanish,962,14.0,0.0,164.965,+1 Lap,Singapore,2016,Singapore Grand Prix,2016-09-18
PAL,Jolyon Palmer,1991-01-20,British,962,15.0,0.0,163.128,+1 Lap,Singapore,2016,Singapore Grand Prix,2016-09-18
WEH,Pascal Wehrlein,1994-10-18,German,962,16.0,0.0,162.773,+1 Lap,Singapore,2016,Singapore Grand Prix,2016-09-18
OCO,Esteban Ocon,1996-09-17,French,962,18.0,0.0,163.17,+2 Laps,Singapore,2016,Singapore Grand Prix,2016-09-18
HAM,Lewis Hamilton,1985-01-07,British,963,,0.0,202.391,Engine,Malaysia,2016,Malaysian Grand Prix,2016-10-02
ROS,Nico Rosberg,1985-06-27,German,963,3.0,15.0,206.948,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
ALO,Fernando Alonso,1981-07-29,Spanish,963,7.0,6.0,203.017,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
RAI,Kimi Räikkönen,1979-10-17,Finnish,963,4.0,12.0,204.736,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
MAS,Felipe Massa,1981-04-25,Brazilian,963,13.0,0.0,199.707,+1 Lap,Malaysia,2016,Malaysian Grand Prix,2016-10-02
BUT,Jenson Button,1980-01-19,British,963,9.0,2.0,202.094,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
VET,Sebastian Vettel,1987-07-03,German,963,,0.0,,Collision,Malaysia,2016,Malaysian Grand Prix,2016-10-02
GRO,Romain Grosjean,1986-04-17,French,963,,0.0,195.363,Brakes,Malaysia,2016,Malaysian Grand Prix,2016-10-02
HUL,Nico Hülkenberg,1987-08-19,German,963,8.0,4.0,204.051,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
PER,Sergio Pérez,1990-01-26,Mexican,963,6.0,8.0,200.898,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
RIC,Daniel Ricciardo,1989-07-01,Australian,963,1.0,25.0,204.771,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
GUT,Esteban Gutiérrez,1991-08-05,Mexican,963,,0.0,196.067,Wheel nut,Malaysia,2016,Malaysian Grand Prix,2016-10-02
BOT,Valtteri Bottas,1989-08-28,Finnish,963,5.0,10.0,201.159,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
MAG,Kevin Magnussen,1992-10-05,Danish,963,,0.0,193.025,Power loss,Malaysia,2016,Malaysian Grand Prix,2016-10-02
KVY,Daniil Kvyat,1994-04-26,Russian,963,14.0,0.0,199.951,+1 Lap,Malaysia,2016,Malaysian Grand Prix,2016-10-02
ERI,Marcus Ericsson,1990-09-02,Swedish,963,12.0,0.0,199.985,+1 Lap,Malaysia,2016,Malaysian Grand Prix,2016-10-02
VER,Max Verstappen,1997-09-30,Dutch,963,2.0,18.0,204.925,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
NAS,Felipe Nasr,1992-08-21,Brazilian,963,,0.0,198.574,Brakes,Malaysia,2016,Malaysian Grand Prix,2016-10-02
SAI,Carlos Sainz,1994-09-01,Spanish,963,11.0,0.0,201.07,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
PAL,Jolyon Palmer,1991-01-20,British,963,10.0,1.0,200.853,Finished,Malaysia,2016,Malaysian Grand Prix,2016-10-02
WEH,Pascal Wehrlein,1994-10-18,German,963,15.0,0.0,200.242,+1 Lap,Malaysia,2016,Malaysian Grand Prix,2016-10-02
OCO,Esteban Ocon,1996-09-17,French,963,16.0,0.0,196.662,+1 Lap,Malaysia,2016,Malaysian Grand Prix,2016-10-02
HAM,Lewis Hamilton,1985-01-07,British,968,1.0,25.0,190.174,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
ROS,Nico Rosberg,1985-06-27,German,968,2.0,18.0,189.95,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
ALO,Fernando Alonso,1981-07-29,Spanish,968,10.0,1.0,191.343,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
RAI,Kimi Räikkönen,1979-10-17,Finnish,968,6.0,8.0,190.127,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
MAS,Felipe Massa,1981-04-25,Brazilian,968,9.0,2.0,189.206,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
BUT,Jenson Button,1980-01-19,British,968,,0.0,183.851,Suspension,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
VET,Sebastian Vettel,1987-07-03,German,968,3.0,15.0,192.756,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
GRO,Romain Grosjean,1986-04-17,French,968,11.0,0.0,190.477,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
HUL,Nico Hülkenberg,1987-08-19,German,968,7.0,6.0,188.717,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
PER,Sergio Pérez,1990-01-26,Mexican,968,8.0,4.0,189.972,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
RIC,Daniel Ricciardo,1989-07-01,Australian,968,5.0,10.0,190.624,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
GUT,Esteban Gutiérrez,1991-08-05,Mexican,968,12.0,0.0,188.754,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
BOT,Valtteri Bottas,1989-08-28,Finnish,968,,0.0,185.413,Suspension,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
MAG,Kevin Magnussen,1992-10-05,Danish,968,,0.0,184.108,Suspension,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
KVY,Daniil Kvyat,1994-04-26,Russian,968,,0.0,183.853,Gearbox,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
ERI,Marcus Ericsson,1990-09-02,Swedish,968,15.0,0.0,188.242,+1 Lap,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
VER,Max Verstappen,1997-09-30,Dutch,968,4.0,12.0,190.084,Finished,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
NAS,Felipe Nasr,1992-08-21,Brazilian,968,16.0,0.0,188.117,+1 Lap,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
SAI,Carlos Sainz,1994-09-01,Spanish,968,,0.0,187.58,Collision damage,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
PAL,Jolyon Palmer,1991-01-20,British,968,17.0,0.0,189.134,+1 Lap,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
WEH,Pascal Wehrlein,1994-10-18,German,968,14.0,0.0,188.368,+1 Lap,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
OCO,Esteban Ocon,1996-09-17,French,968,13.0,0.0,188.29,+1 Lap,UAE,2016,Abu Dhabi Grand Prix,2016-11-27
HAM,Lewis Hamilton,1985-01-07,British,969,2.0,18.0,219.351,Finished,Australia,2017,Australian Grand Prix,2017-03-26
ALO,Fernando Alonso,1981-07-29,Spanish,969,,0.0,211.938,Vibrations,Australia,2017,Australian Grand Prix,2017-03-26
RAI,Kimi Räikkönen,1979-10-17,Finnish,969,4.0,12.0,220.605,Finished,Australia,2017,Australian Grand Prix,2017-03-26
MAS,Felipe Massa,1981-04-25,Brazilian,969,6.0,8.0,216.83,Finished,Australia,2017,Australian Grand Prix,2017-03-26
VET,Sebastian Vettel,1987-07-03,German,969,1.0,25.0,220.351,Finished,Australia,2017,Australian Grand Prix,2017-03-26
GRO,Romain Grosjean,1986-04-17,French,969,,0.0,211.689,Water leak,Australia,2017,Australian Grand Prix,2017-03-26
HUL,Nico Hülkenberg,1987-08-19,German,969,11.0,0.0,215.749,+1 Lap,Australia,2017,Australian Grand Prix,2017-03-26
